Project ID,Project Name,Vintage,Credit Serial Numbers,Quantity of Credits,Status Effective,Project Type,Protocol Version,Project Site Location,Project Site State,Project Site Country,ARB Eligible,CORSIA Qualified,Sustainable Development Goal(s),Date Issued,Account Holder,Cancellation Type,Cancellation Details,Cancellation Year,Transitioned to ARB or Canceled,Issuance Year,ARB Project,ACR Cancellation Data,Updated 11-1-23,Total Credits Canceled:,158905394,Unnamed: 26,The American Carbon Registry
ACR173,Round Valley Indian Tribes Improved Forest Management Project,2016,ACR-US-173-2016-767-1 to 481,481,2019-02-22,Forest Carbon,2011-10-20 00:00:00,Mendocino County,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2018-09-28 16:09:49,The American Carbon Registry,Convert to ARB offset credits,,2019.0,ARB,2018,Compliance,,,,,,
ACR176,ECC ODS Destruction 2013,2013,ACR-US-176-2013-323-1 to 255227,255227,2014-02-12,Ozone Depleting Substances,2011-10-20 00:00:00,El Dorado,ARKANSAS,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2013-11-23 01:28:01,Environmental Credit Corp.,Convert to ARB offset credits,,2014.0,ARB,2013,Compliance,,,,,,
ACR179,Wabashco Clean Sweep I,2013,ACR-US-179-2013-317-1 to 50600,50600,2013-10-23,Ozone Depleting Substances,2011-10-20 00:00:00,Bowling Green,OHIO,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2013-09-17 17:59:56,"Wabashco, LLC",Convert to ARB offset credits,,2013.0,ARB,2013,Compliance,,,,,,
ACR181,EOS ARB ODS 2013-6,2013,ACR-US-181-2013-324-1 to 51864,51864,2014-02-26,Ozone Depleting Substances,2011-10-20 00:00:00,El Dorado,ARKANSAS,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2014-01-09 01:37:18,EOS Climate Inc,Convert to ARB offset credits,,2014.0,ARB,2014,Compliance,,,,,,
ACR182,Hanes Ranch Forest Carbon Project,2013,ACR-US-182-2013-334-1 to 86304,86304,2014-08-27,Forest Carbon,2011-10-20 00:00:00,Mendocino County,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2014-07-04 16:08:49,"Forest Carbon Partners, L.P.",Convert to ARB offset credits,,2014.0,ARB,2014,Compliance,,,,,,
ACR182,Hanes Ranch Forest Carbon Project,2013,ACR-US-182-2013-335-1 to 20508,20508,2014-08-27,Forest Carbon,2011-10-20 00:00:00,Mendocino County,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2014-07-04 16:08:49,The American Carbon Registry,Convert to ARB offset credits,,2014.0,ARB,2014,Compliance,,,,,,
ACR182,Hanes Ranch Forest Carbon Project,2013,ACR-US-182-2013-342-1 to 324,324,2014-08-27,Forest Carbon,2011-10-20 00:00:00,Mendocino County,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2014-08-14 20:18:53,"Forest Carbon Partners, L.P.",Convert to ARB offset credits,,2014.0,ARB,2014,Compliance,,,,,,
ACR182,Hanes Ranch Forest Carbon Project,2013,ACR-US-182-2013-343-1 to 78,78,2014-08-27,Forest Carbon,2011-10-20 00:00:00,Mendocino County,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2014-08-14 20:18:53,The American Carbon Registry,Convert to ARB offset credits,,2014.0,ARB,2014,Compliance,,,,,,
ACR182,Hanes Ranch Forest Carbon Project,2014,ACR-US-182-2014-558-1 to 8121,8121,2016-10-26,Forest Carbon,2011-10-20 00:00:00,Mendocino County,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2016-08-01 16:02:43,"Forest Carbon Partners, L.P.",Convert to ARB offset credits,,2016.0,ARB,2016,Compliance,,,,,,
ACR182,Hanes Ranch Forest Carbon Project,2014,ACR-US-182-2014-559-1 to 1930,1930,2016-10-26,Forest Carbon,2011-10-20 00:00:00,Mendocino County,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2016-08-01 16:02:43,The American Carbon Registry,Convert to ARB offset credits,,2016.0,ARB,2016,Compliance,,,,,,
ACR182,Hanes Ranch Forest Carbon Project,2015,ACR-US-182-2015-556-1 to 8121,8121,2016-10-26,Forest Carbon,2011-10-20 00:00:00,Mendocino County,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2016-08-01 16:02:43,"Forest Carbon Partners, L.P.",Convert to ARB offset credits,,2016.0,ARB,2016,Compliance,,,,,,
ACR182,Hanes Ranch Forest Carbon Project,2015,ACR-US-182-2015-557-1 to 1930,1930,2016-10-26,Forest Carbon,2011-10-20 00:00:00,Mendocino County,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2016-08-01 16:02:43,The American Carbon Registry,Convert to ARB offset credits,,2016.0,ARB,2016,Compliance,,,,,,
ACR182,Hanes Ranch Forest Carbon Project,2017,ACR-US-182-2017-1079-1 to 9483,9483,2021-03-16,Forest Carbon,2011-10-20 00:00:00,Mendocino County,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-08-03 23:25:58,"Forest Carbon Partners, L.P.",Convert to ARB offset credits,,2021.0,ARB,2020,Compliance,,,,,,
ACR182,Hanes Ranch Forest Carbon Project,2017,ACR-US-182-2017-1080-1 to 2253,2253,2021-03-16,Forest Carbon,2011-10-20 00:00:00,Mendocino County,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-08-03 23:25:58,The American Carbon Registry,Convert to ARB offset credits,,2021.0,ARB,2020,Compliance,,,,,,
ACR182,Hanes Ranch Forest Carbon Project,2017,ACR-US-182-2017-1198-1 to 458,458,2021-03-16,Forest Carbon,2011-10-20 00:00:00,Mendocino County,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2021-02-03 07:37:16,"Forest Carbon Partners, L.P.",Convert to ARB offset credits,,2021.0,ARB,2021,Compliance,,,,,,
ACR182,Hanes Ranch Forest Carbon Project,2017,ACR-US-182-2017-1199-1 to 109,109,2021-03-16,Forest Carbon,2011-10-20 00:00:00,Mendocino County,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2021-02-03 07:37:16,The American Carbon Registry,Convert to ARB offset credits,,2021.0,ARB,2021,Compliance,,,,,,
ACR182,Hanes Ranch Forest Carbon Project,2018,ACR-US-182-2018-1077-1 to 35,35,2021-02-03,Forest Carbon,2011-10-20 00:00:00,Mendocino County,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-08-03 23:25:58,"Forest Carbon Partners, L.P.",Removal of credits from the registry,,2021.0,Canceled,2020,Compliance,,,,,,
ACR182,Hanes Ranch Forest Carbon Project,2018,ACR-US-182-2018-1077-36 to 8885,8850,2021-03-16,Forest Carbon,2011-10-20 00:00:00,Mendocino County,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-08-03 23:25:58,"Forest Carbon Partners, L.P.",Convert to ARB offset credits,,2021.0,ARB,2020,Compliance,,,,,,
ACR182,Hanes Ranch Forest Carbon Project,2018,ACR-US-182-2018-1078-1 to 8,8,2021-02-03,Forest Carbon,2011-10-20 00:00:00,Mendocino County,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-08-03 23:25:58,The American Carbon Registry,Removal of credits from the registry,,2021.0,Canceled,2020,Compliance,,,,,,
ACR182,Hanes Ranch Forest Carbon Project,2018,ACR-US-182-2018-1078-9 to 2111,2103,2021-03-16,Forest Carbon,2011-10-20 00:00:00,Mendocino County,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-08-03 23:25:58,The American Carbon Registry,Convert to ARB offset credits,,2021.0,ARB,2020,Compliance,,,,,,
ACR182,Hanes Ranch Forest Carbon Project,2019,ACR-US-182-2019-1075-1 to 35,35,2021-02-03,Forest Carbon,2011-10-20 00:00:00,Mendocino County,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-08-03 23:25:58,"Forest Carbon Partners, L.P.",Removal of credits from the registry,,2021.0,Canceled,2020,Compliance,,,,,,
ACR182,Hanes Ranch Forest Carbon Project,2019,ACR-US-182-2019-1075-36 to 8912,8877,2021-03-16,Forest Carbon,2011-10-20 00:00:00,Mendocino County,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-08-03 23:25:58,"Forest Carbon Partners, L.P.",Convert to ARB offset credits,,2021.0,ARB,2020,Compliance,,,,,,
ACR182,Hanes Ranch Forest Carbon Project,2019,ACR-US-182-2019-1076-1 to 9,9,2021-02-03,Forest Carbon,2011-10-20 00:00:00,Mendocino County,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-08-03 23:25:58,The American Carbon Registry,Removal of credits from the registry,,2021.0,Canceled,2020,Compliance,,,,,,
ACR182,Hanes Ranch Forest Carbon Project,2019,ACR-US-182-2019-1076-10 to 2118,2109,2021-03-16,Forest Carbon,2011-10-20 00:00:00,Mendocino County,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-08-03 23:25:58,The American Carbon Registry,Convert to ARB offset credits,,2021.0,ARB,2020,Compliance,,,,,,
ACR183,D.P.C. Domestic ODS Destruction Project #12,2013,ACR-US-183-2013-316-1 to 38517,38517,2014-01-22,Ozone Depleting Substances,Version 1.0,El Dorado,ARKANSAS,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2013-08-12 16:04:11,"Diversified Pure Chem, LLC",Convert to ARB offset credits,,2014.0,ARB,2013,Early Action,,,,,,
ACR184,EOS ACR 2013,2013,ACR-US-184-2013-321-1 to 26977,26977,2014-11-26,Ozone Depleting Substances,Version 1.0,El Dorado,ARKANSAS,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2013-11-04 22:56:45,Abatement Capital LLC,Convert to ARB offset credits,,2014.0,ARB,2013,Early Action,,,,,,
ACR184,EOS ACR 2013,2013,ACR-US-184-2013-321-26978 to 126977,100000,2014-11-26,Ozone Depleting Substances,Version 1.0,El Dorado,ARKANSAS,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2013-11-04 22:56:45,Noble Americas Gas & Power Corp.,Convert to ARB offset credits,,2014.0,ARB,2013,Early Action,,,,,,
ACR184,EOS ACR 2013,2013,ACR-US-184-2013-322-1 to 122048,122048,2014-11-26,Ozone Depleting Substances,Version 1.0,El Dorado,ARKANSAS,US,Yes,No,"09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",2013-11-09 00:32:10,Abatement Capital LLC,Convert to ARB offset credits,,2014.0,ARB,2013,Early Action,,,,,,
ACR189,Miller Forest,2013,ACR-US-189-2013-329-1 to 219084,219084,2014-06-25,Forest Carbon,2011-10-20 00:00:00,5 miles west of Willow Creek,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2014-05-12 19:35:37,Steve Miller and Florence Miller Co-Trustees of the Edward Miller Trust,Convert to ARB offset credits,,2014.0,ARB,2014,Compliance,,,,,,
ACR189,Miller Forest,2013,ACR-US-189-2013-330-1 to 52060,52060,2014-06-25,Forest Carbon,2011-10-20 00:00:00,5 miles west of Willow Creek,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2014-05-12 19:35:37,The American Carbon Registry,Convert to ARB offset credits,,2014.0,ARB,2014,Compliance,,,,,,
ACR189,Miller Forest,2014,ACR-US-189-2014-415-1 to 5805,5805,2016-04-27,Forest Carbon,2011-10-20 00:00:00,5 miles west of Willow Creek,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2016-02-23 22:35:21,Steve Miller and Florence Miller Co-Trustees of the Edward Miller Trust,Convert to ARB offset credits,,2016.0,ARB,2016,Compliance,,,,,,
ACR189,Miller Forest,2014,ACR-US-189-2014-416-1 to 1380,1380,2016-04-27,Forest Carbon,2011-10-20 00:00:00,5 miles west of Willow Creek,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2016-02-23 22:35:21,The American Carbon Registry,Convert to ARB offset credits,,2016.0,ARB,2016,Compliance,,,,,,
ACR189,Miller Forest,2015,ACR-US-189-2015-413-1 to 5911,5911,2016-04-27,Forest Carbon,2011-10-20 00:00:00,5 miles west of Willow Creek,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2016-02-23 22:35:21,Steve Miller and Florence Miller Co-Trustees of the Edward Miller Trust,Convert to ARB offset credits,,2016.0,ARB,2016,Compliance,,,,,,
ACR189,Miller Forest,2015,ACR-US-189-2015-414-1 to 1405,1405,2016-04-27,Forest Carbon,2011-10-20 00:00:00,5 miles west of Willow Creek,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2016-02-23 22:35:21,The American Carbon Registry,Convert to ARB offset credits,,2016.0,ARB,2016,Compliance,,,,,,
ACR189,Miller Forest,2016,ACR-US-189-2016-663-1 to 6120,6120,2017-10-25,Forest Carbon,2011-10-20 00:00:00,5 miles west of Willow Creek,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2017-08-16 19:27:55,Steve Miller and Florence Miller Co-Trustees of the Edward Miller Trust,Convert to ARB offset credits,,2017.0,ARB,2017,Compliance,,,,,,
ACR189,Miller Forest,2016,ACR-US-189-2016-664-1 to 1454,1454,2017-10-25,Forest Carbon,2011-10-20 00:00:00,5 miles west of Willow Creek,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2017-08-16 19:27:55,The American Carbon Registry,Convert to ARB offset credits,,2017.0,ARB,2017,Compliance,,,,,,
ACR189,Miller Forest,2017,ACR-US-189-2017-661-1 to 6281,6281,2017-10-25,Forest Carbon,2011-10-20 00:00:00,5 miles west of Willow Creek,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2017-08-16 19:27:55,Steve Miller and Florence Miller Co-Trustees of the Edward Miller Trust,Convert to ARB offset credits,,2017.0,ARB,2017,Compliance,,,,,,
ACR189,Miller Forest,2017,ACR-US-189-2017-662-1 to 1493,1493,2017-10-25,Forest Carbon,2011-10-20 00:00:00,5 miles west of Willow Creek,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2017-08-16 19:27:55,The American Carbon Registry,Convert to ARB offset credits,,2017.0,ARB,2017,Compliance,,,,,,
ACR189,Miller Forest,2018,ACR-US-189-2018-1038-1 to 5706,5706,2020-08-31,Forest Carbon,2011-10-20 00:00:00,5 miles west of Willow Creek,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-07-04 14:44:29,Steve Miller and Florence Miller Co-Trustees of the Edward Miller Trust,Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR189,Miller Forest,2018,ACR-US-189-2018-1039-1 to 1359,1359,2020-08-31,Forest Carbon,2011-10-20 00:00:00,5 miles west of Willow Creek,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-07-04 14:44:29,The American Carbon Registry,Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR189,Miller Forest,2019,ACR-US-189-2019-1036-1 to 5131,5131,2020-08-31,Forest Carbon,2011-10-20 00:00:00,5 miles west of Willow Creek,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-07-04 14:44:28,Steve Miller and Florence Miller Co-Trustees of the Edward Miller Trust,Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR189,Miller Forest,2019,ACR-US-189-2019-1037-1 to 1223,1223,2020-08-31,Forest Carbon,2011-10-20 00:00:00,5 miles west of Willow Creek,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2020-07-04 14:44:28,The American Carbon Registry,Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR189,Miller Forest,2020,ACR-US-189-2020-1353-1 to 6055,6055,2022-01-10,Forest Carbon,2011-10-20 00:00:00,5 miles west of Willow Creek,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2021-09-23 20:16:20,Steve Miller and Florence Miller Co-Trustees of the Edward Miller Trust,Convert to ARB offset credits,,2022.0,ARB,2021,Compliance,,,,,,
ACR189,Miller Forest,2020,ACR-US-189-2020-1354-1 to 1442,1442,2022-01-10,Forest Carbon,2011-10-20 00:00:00,5 miles west of Willow Creek,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2021-09-23 20:16:20,The American Carbon Registry,Convert to ARB offset credits,,2022.0,ARB,2021,Compliance,,,,,,
ACR189,Miller Forest,2021,ACR-US-189-2021-1351-1 to 6173,6173,2022-01-10,Forest Carbon,2011-10-20 00:00:00,5 miles west of Willow Creek,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2021-09-23 20:16:20,Steve Miller and Florence Miller Co-Trustees of the Edward Miller Trust,Convert to ARB offset credits,,2022.0,ARB,2021,Compliance,,,,,,
ACR189,Miller Forest,2021,ACR-US-189-2021-1352-1 to 1470,1470,2022-01-10,Forest Carbon,2011-10-20 00:00:00,5 miles west of Willow Creek,CALIFORNIA,US,Yes,No,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,2021-09-23 20:16:20,The American Carbon Registry,Convert to ARB offset credits,,2022.0,ARB,2021,Compliance,,,,,,
ACR190,Big Sky Dairy,2013,ACR-US-190-2013-381-1 to 19179,19179,2015-05-27,Livestock Waste Management,2011-10-20 00:00:00,"Gooding, ID",IDAHO,US,Yes,No,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",2015-03-03 15:26:51,"Camco Offsets I, LLC",Convert to ARB offset credits,,2015.0,ARB,2015,Compliance,,,,,,
ACR190,Big Sky Dairy,2014,ACR-US-190-2014-399-1 to 24558,24558,2016-01-27,Livestock Waste Management,2014-11-14 00:00:00,"Gooding, ID",IDAHO,US,Yes,No,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",2015-11-05 17:10:53,"Camco Offsets I, LLC",Convert to ARB offset credits,,2016.0,ARB,2015,Compliance,,,,,,
ACR190,Big Sky Dairy,2015,ACR-US-190-2015-574-1 to 23610,23610,2017-11-22,Livestock Waste Management,2014-11-14 00:00:00,"Gooding, ID",IDAHO,US,Yes,No,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",2016-09-28 19:59:29,"Camco Offsets I, LLC",Convert to ARB offset credits,,2017.0,ARB,2016,Compliance,,,,,,
ACR190,Big Sky Dairy,2016,ACR-US-190-2016-692-1 to 22071,22071,2018-03-22,Livestock Waste Management,2014-11-14 00:00:00,"Gooding, ID",IDAHO,US,Yes,No,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",2017-11-17 05:44:35,"Camco Offsets I, LLC",Convert to ARB offset credits,,2018.0,ARB,2017,Compliance,,,,,,
ACR190,Big Sky Dairy,2017,ACR-US-190-2017-741-1 to 24835,24835,2018-09-18,Livestock Waste Management,2014-11-14 00:00:00,"Gooding, ID",IDAHO,US,Yes,No,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",2018-07-16 20:33:44,"Camco Offsets I, LLC",Convert to ARB offset credits,,2018.0,ARB,2018,Compliance,,,,,,
ACR190,Big Sky Dairy,2018,ACR-US-190-2018-1093-1 to 24535,24535,2020-12-09,Livestock Waste Management,2014-11-14 00:00:00,"Gooding, ID",IDAHO,US,Yes,No,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",2020-08-28 22:47:00,"Camco Offsets I, LLC",Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
ACR190,Big Sky Dairy,2019,ACR-US-190-2019-1092-1 to 25682,25682,2020-12-09,Livestock Waste Management,2014-11-14 00:00:00,"Gooding, ID",IDAHO,US,Yes,No,"02: Zero Hunger;09: Industry, Innovation and Infrastructure;13: Climate Action",2020-08-28 22:47:00,"Camco Offsets I, LLC",Convert to ARB offset credits,,2020.0,ARB,2020,Compliance,,,,,,
