Project ID,CARB Issuance ID,OPR Project ID,Project Type,Early Action/ Compliance,Reporting Period Start Date,Reporting Period End Date,Vintage,ARB Offset Credits Issued,Forest Buffer Account Contribution,Issuance Date,Invalidation Timeframe,Date Invalidation Period Reduced,Start of Invalidation Timeframe,Project Name,Project Operator,Verification Body,State,Provides DEBS,"Section 95989(b) Documentation, if applicable",Project Documentation,Retired Buffer Pool,Retired Voluntarily,Retired 1st Compliance Period (CA),Retired 2nd Compliance Period (CA),Retired 3rd Compliance Period (CA),Retired 4th Compliance Period (CA),Retired for Compliance (Quebec),Retired Intentional Reversal,Comments,Vintage remaining,Issuance total from registry,Issuance Year,Registry,ARB Source Data,Updated 11-1-23,Total ARB Credits Issued:,220439110,Total ARB Credits Retired:,163158520
ACR200,CAFR5200-G,ACR200,Forest,COP,2020-07-01,2021-06-30,2021.0,12276,2362,2022-05-10,8 years,,2021-06-30 00:00:00,Brush Creek,Edward Miller Trust,"S&A Carbon, LLC",CA,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=200,0.0,0,0,0,0,0,0,0,,12276,9914.0,2022.0,ACR,,,,,,
ACR200,CAFR5200-H,ACR200,Forest,COP,2021-07-01,2022-06-30,2022.0,9945,1913,2023-03-07,8 years,,2022-06-30 00:00:00,Brush Creek,Edward Miller Trust,"S&A Carbon, LLC",CA,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=200,0.0,0,0,0,0,0,0,0,,9945,,2023.0,ACR,,,,,,
ACR202,CAFR5043-A,ACR202,Forest,COP,2013-12-27,2014-06-30,2014.0,852630,159015,2015-08-11,3 years,2017-04-11 00:00:00,2014-06-30 00:00:00,Blue Source – Goodman Improved Forest Management Project,"Goodman Forest, LLC","Environmental Services, Inc.",WI,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=202,0.0,0,0,693615,0,0,0,0,,159015,693615.0,2015.0,ACR,,,,,,
ACR202,CAFR5043-B,ACR202,Forest,COP,2014-07-01,2015-06-30,2015.0,18422,3436,2017-04-11,8 years,,2015-06-30 00:00:00,Blue Source – Goodman Improved Forest Management Project,"Goodman Forest, LLC","Ruby Canyon Engineering, Inc.",WI,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=202,0.0,0,0,14986,0,0,0,0,,3436,15308.0,2017.0,ACR,,,,,,
ACR202,CAFR5043-C,ACR202,Forest,COP,2015-07-01,2016-06-30,2016.0,28430,5303,2017-04-11,8 years,,2016-06-30 00:00:00,Blue Source – Goodman Improved Forest Management Project,"Goodman Forest, LLC","Ruby Canyon Engineering, Inc.",WI,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=202,0.0,0,0,23127,0,0,0,0,,5303,23388.0,2017.0,ACR,,,,,,
ACR202,CAFR5043-D,ACR202,Forest,COP,2016-07-01,2017-06-30,2017.0,84192,15702,2019-07-23,8 years,,2017-06-30 00:00:00,Blue Source – Goodman Improved Forest Management Project,"Goodman Forest, LLC","Ruby Canyon Engineering, Inc.",WI,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=202,0.0,0,0,0,23606,0,44884,0,,15702,68490.0,2019.0,ACR,,,,,,
ACR202,CAFR5043-E,ACR202,Forest,COP,2017-07-01,2018-06-30,2018.0,26157,4879,2019-07-23,8 years,,2018-06-30 00:00:00,Blue Source – Goodman Improved Forest Management Project,"Goodman Forest, LLC","Ruby Canyon Engineering, Inc.",WI,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=202,0.0,0,0,0,21278,0,0,0,,4879,21278.0,2019.0,ACR,,,,,,
ACR202,CAFR5043-F,ACR202,Forest,COP,2018-07-01,2019-06-30,2019.0,32446,6052,2020-08-11,8 years,,2019-06-30 00:00:00,Blue Source – Goodman Improved Forest Management Project,"Goodman Forest, LLC","Ruby Canyon Environmental, Inc.",WI,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=202,0.0,0,0,0,8071,10993,0,0,,13382,26394.0,2020.0,ACR,,,,,,
ACR206,CAOD5052-A,ACR206,ODS,COP,2014-04-14,2014-04-22,2014.0,71825,,2015-02-10,3 years,2015-08-11 00:00:00,2014-04-22 00:00:00,2014-P4,"EOS Climate, Inc.",NSF International,AR,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=206,,0,7154,64671,0,0,0,0,,0,71825.0,2015.0,ACR,,,,,,
ACR208,CAOD5056-A,ACR208,ODS,COP,2014-01-02,2014-05-23,2014.0,315794,,2015-05-26,3 years,2017-02-21 00:00:00,2014-05-23 00:00:00,RR ACR 2014,"RapRec Refrigerants, Inc.","First Environment of California, Inc.",OH,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=208,,0,60781,255013,0,0,0,0,,0,315794.0,2015.0,ACR,,,,,,
ACR210,CAFR5093-A,ACR210,Forest,COP,2016-04-21,2016-10-20,2016.0,1342730,243063,2019-07-09,8 years,,2016-10-20 00:00:00,Huron Mountain Club Forest Carbon Project,Huron Mountain Club,"Environmental Services, Inc.",MI,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=210,0.0,0,0,0,574167,0,525000,0,,243563,,2019.0,ACR,,,,,,
ACR211,CAFR5072-A,ACR211,Forest,COP,2012-09-19,2014-07-31,2014.0,4451645,626793,2015-10-13,3 years,2017-08-22 00:00:00,2014-07-31 00:00:00,White Mountain Apache Tribe Forest Carbon Project,White Mountain Apache Tribe,SCS Global Services,AZ,DEBS,https://ww2.arb.ca.gov/sites/default/files/2022-11/debs5072.pdf,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=211,0.0,0,0,2898035,150506,12304,200000,0,,1190800,,2015.0,ACR,,,,,,
ACR211,CAFR5072-B,ACR211,Forest,COP,2014-08-01,2015-07-31,2015.0,207505,29217,2017-08-22,8 years,,2015-07-31 00:00:00,White Mountain Apache Tribe Forest Carbon Project,White Mountain Apache Tribe,"S&A Carbon, LLC",AZ,DEBS,https://ww2.arb.ca.gov/sites/default/files/2022-11/debs5072.pdf,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=211,0.0,0,0,106487,60689,0,10000,0,"In October 2020, 1,112 credits surrendered by a covered entity to meet the obligation for the CALS5123-D invalidation were retired.",30329,178288.0,2017.0,ACR,,,,,,
ACR211,CAFR5072-C,ACR211,Forest,COP,2015-08-01,2016-07-31,2016.0,80677,11360,2017-08-22,8 years,,2016-07-31 00:00:00,White Mountain Apache Tribe Forest Carbon Project,White Mountain Apache Tribe,"S&A Carbon, LLC",AZ,DEBS,https://ww2.arb.ca.gov/sites/default/files/2022-11/debs5072.pdf,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=211,0.0,0,0,6932,62385,0,0,0,,11360,69317.0,2017.0,ACR,,,,,,
ACR211,CAFR5072-D,ACR211,Forest,COP,2016-08-01,2017-07-31,2017.0,83517,11760,2020-01-28,8 years,,2017-07-31 00:00:00,White Mountain Apache Tribe Forest Carbon Project,White Mountain Apache Tribe,"S&A Carbon, LLC",AZ,DEBS,https://ww2.arb.ca.gov/sites/default/files/2022-11/debs5072.pdf,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=211,0.0,0,0,0,20535,0,2484,0,,60498,71757.0,2020.0,ACR,,,,,,
ACR211,CAFR5072-E,ACR211,Forest,COP,2017-08-01,2018-07-31,2018.0,89054,12539,2020-01-28,8 years,,2018-07-31 00:00:00,White Mountain Apache Tribe Forest Carbon Project,White Mountain Apache Tribe,"S&A Carbon, LLC",AZ,DEBS,https://ww2.arb.ca.gov/sites/default/files/2022-11/debs5072.pdf,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=211,0.0,0,0,0,0,0,3826,0,,85228,76515.0,2020.0,ACR,,,,,,
ACR213,CAOD5068-A,ACR213,ODS,COP,2015-03-11,2015-03-24,2015.0,127664,,2015-06-23,3 years,2015-11-23 00:00:00,2015-03-24 00:00:00,EOS ACR 213,"EOS Climate, Inc.","SES, Inc.",OH,DEBS,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=213,,0,0,35299,92365,0,0,0,,0,127664.0,2015.0,ACR,,,,,,
ACR214,CAOD5069-A,ACR214,ODS,COP,2015-05-04,2015-05-20,2015.0,145580,,2015-07-21,8 years,,2015-05-20 00:00:00,EOS ACR 214,"EOS Climate, Inc.","SES, Inc.",OH,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=214,,0,0,145580,0,0,0,0,,0,145580.0,2015.0,ACR,,,,,,
ACR221,CAOD5070-A,ACR221,ODS,COP,2014-06-20,2014-07-02,2014.0,112378,,2014-11-12,3 years,2015-12-22 00:00:00,2014-07-02 00:00:00,Wabashco Clean Sweep 3,"Wabashco, LLC","Ruby Canyon Engineering, Inc.",OH,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=221,,0,112378,0,0,0,0,0,,0,112378.0,2014.0,ACR,,,,,,
ACR225,CAOD5099-A,ACR225,ODS,COP,2015-01-23,2015-02-13,2015.0,110003,,2015-05-12,3 years,2016-03-08 00:00:00,2015-02-13 00:00:00,Wabashco Clean Sweep 4,"Wabashco, LLC","Ruby Canyon Engineering, Inc.",OH,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=225,,0,106054,3949,0,0,0,0,,0,110003.0,2015.0,ACR,,,,,,
ACR226,CAMM5100-A,ACR226,MMC,COP,2013-11-01,2014-12-31,2014.0,280667,,2015-11-09,3 years,2017-09-26 00:00:00,2014-12-31 00:00:00,Verdeo Marshall County VAM Abatement Project,"Verdeo McElroy, LLC","Ruby Canyon Engineering, Inc.",WV,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=226,,0,0,280667,0,0,0,0,,0,280667.0,2015.0,ACR,,,,,,
ACR226,CAMM5100-B,ACR226,MMC,COP,2015-01-01,2015-12-31,2015.0,224038,,2016-07-12,3 years,2017-09-26 00:00:00,2015-12-31 00:00:00,Verdeo Marshall County VAM Abatement Project,"Verdeo McElroy, LLC","Ruby Canyon Engineering, Inc.",WV,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=226,,0,0,224038,0,0,0,0,,0,224038.0,2016.0,ACR,,,,,,
ACR226,CAMM5100-C,ACR226,MMC,COP,2016-01-01,2016-12-31,2016.0,271395,,2017-09-26,3 years,2018-09-11 00:00:00,2016-12-31 00:00:00,Verdeo Marshall County VAM Abatement Project,"Verdeo McElroy, LLC",SCS Global Services,WV,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=226,,0,0,50000,25000,0,0,0,,196395,271395.0,2017.0,ACR,,,,,,
ACR226,CAMM5100-D,ACR226,MMC,COP,2017-01-01,2017-12-31,2017.0,269823,,2018-09-11,3 years,2019-08-27 00:00:00,2017-12-31 00:00:00,Marshall County VAM Abatement Project,"McElroy Green Marketing, LLC","SES, Inc.",WV,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=226,,0,0,187218,6884,0,53682,0,,22039,269823.0,2018.0,ACR,,,,,,
ACR226,CAMM5100-E,ACR226,MMC,COP,2018-01-01,2018-12-31,2018.0,225935,,2019-08-27,3 years,2020-10-27 00:00:00,2018-12-31 00:00:00,Marshall County VAM Abatement Project,"McElroy Green Marketing, LLC","Ruby Canyon Engineering, Inc.",WV,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=226,,0,0,0,225935,0,0,0,,0,225935.0,2019.0,ACR,,,,,,
ACR226,CAMM5100-F,ACR226,MMC,COP,2019-01-01,2019-12-31,2019.0,127576,,2020-10-27,3 years,2021-11-23 00:00:00,2019-12-31 00:00:00,Marshall County VAM Abatement Project,"McElroy Green Marketing, LLC","SES, Inc.",WV,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=226,,0,0,0,40576,0,0,0,,87000,127576.0,2020.0,ACR,,,,,,
ACR226,CAMM5100-G,ACR226,MMC,COP,2020-01-01,2020-12-31,2020.0,105538,,2021-11-23,3 years,2022-10-25 00:00:00,2020-12-31 00:00:00,Marshall County VAM Abatement Project,"McElroy Green Marketing, LLC",SCS Engineers,WV,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=226,,0,0,0,0,0,0,0,,105538,105538.0,2021.0,ACR,,,,,,
ACR226,CAMM5100-H,ACR226,MMC,COP,2021-01-01,2021-12-31,2021.0,115309,,2022-10-25,3 years,2023-08-22 00:00:00,2021-12-31 00:00:00,Marshall County VAM Abatement Project,"McElroy Green Marketing, LLC","Ruby Canyon Environmental, Inc.",WV,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=226,,0,0,0,0,0,0,0,,115309,115309.0,2022.0,ACR,,,,,,
ACR226,CAMM5100-I,ACR226,MMC,COP,2022-01-01,2022-12-31,2022.0,40026,,2023-08-22,8 years,,2022-12-31 00:00:00,Marshall County VAM Abatement Project,"McElroy Green Marketing, LLC","SES, Inc.",WV,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=226,,0,0,0,0,0,0,0,,40026,,2023.0,ACR,,,,,,
ACR232,CALS5107-A,ACR232,Livestock,COP,2015-01-01,2015-12-31,2015.0,43254,,2016-09-13,3 years,2017-08-22 00:00:00,2015-12-31 00:00:00,The Dry Creek Dairy Biofactory Project,"Ag Power DCD, LLC",Analytical Environmental Services,ID,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=232,,0,0,43254,0,0,0,0,,0,43254.0,2016.0,ACR,,,,,,
ACR232,CALS5107-B,ACR232,Livestock,COP,2016-01-01,2016-12-31,2016.0,50088,,2017-08-22,3 years,2018-09-25 00:00:00,2016-12-31 00:00:00,The Dry Creek Dairy Biofactory Project,"Ag Power DCD, LLC","GHD Services, Inc.",ID,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=232,,0,0,0,50088,0,0,0,,0,50088.0,2017.0,ACR,,,,,,
ACR232,CALS5107-C,ACR232,Livestock,COP,2017-01-01,2017-12-31,2017.0,55174,,2018-09-25,3 years,2019-07-23 00:00:00,2017-12-31 00:00:00,The Dry Creek Dairy Biofactory Project,"Ag Power DCD, LLC","SES, Inc.",ID,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=232,,0,0,0,37136,0,18038,0,,0,55174.0,2018.0,ACR,,,,,,
ACR232,CALS5107-D,ACR232,Livestock,COP,2018-01-01,2018-12-31,2018.0,53275,,2019-07-23,3 years,2020-10-13 00:00:00,2018-12-31 00:00:00,The Dry Creek Dairy Biofactory Project,"Ag Power DCD, LLC",Dillon Consulting Limited,ID,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=232,,0,0,0,46017,0,7258,0,,0,53275.0,2019.0,ACR,,,,,,
ACR232,CALS5107-E,ACR232,Livestock,COP,2019-01-01,2019-12-31,2019.0,59299,,2020-10-13,3 years,2021-04-13 00:00:00,2019-12-31 00:00:00,The Dry Creek Dairy Biofactory Project,"Ag Power DCD, LLC","Agri-Waste Technology, Inc.",ID,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=232,,0,0,0,59299,0,0,0,,0,59299.0,2020.0,ACR,,,,,,
ACR232,CALS5107-F,ACR232,Livestock,COP,2020-01-01,2020-07-31,2020.0,37114,,2021-04-13,8 years,,2020-07-31 00:00:00,The Dry Creek Dairy Biofactory Project,"Ag Power DCD, LLC",Dillon Consulting Limited,ID,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=232,,0,0,0,37114,0,0,0,,0,37114.0,2021.0,ACR,,,,,,
ACR233,CALS5108-A,ACR233,Livestock,COP,2014-12-22,2015-12-21,2015.0,60194,,2016-11-08,3 years,2017-05-23 00:00:00,2015-12-21 00:00:00,Double A Dairy,"Ag Power Jerome, LLC",Analytical Environmental Services,ID,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=233,,0,0,60194,0,0,0,0,,0,60194.0,2016.0,ACR,,,,,,
ACR233,CALS5108-B,ACR233,Livestock,COP,2015-12-22,2016-12-21,2016.0,54602,,2017-05-23,3 years,2018-06-26 00:00:00,2016-12-21 00:00:00,Double A Dairy,"Ag Power Jerome, LLC","GHD Services, Inc.",ID,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=233,,0,0,886,0,0,0,0,,53716,54602.0,2017.0,ACR,,,,,,
ACR233,CALS5108-C,ACR233,Livestock,COP,2016-12-22,2017-12-21,2017.0,55058,,2018-06-26,3 years,2019-07-23 00:00:00,2017-12-21 00:00:00,Double A Dairy,"Ag Power Jerome, LLC","SES, Inc.",ID,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=233,,0,0,0,55058,0,0,0,,0,55058.0,2018.0,ACR,,,,,,
ACR233,CALS5108-D,ACR233,Livestock,COP,2017-12-22,2018-12-21,2018.0,57195,,2019-07-23,3 years,2020-06-23 00:00:00,2018-12-21 00:00:00,Double A Dairy,"Ag Power Jerome, LLC",Dillon Consulting Limited,ID,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=233,,0,0,0,8515,0,48680,0,,0,57195.0,2019.0,ACR,,,,,,
ACR233,CALS5108-E,ACR233,Livestock,COP,2018-12-22,2019-09-26,2019.0,67734,,2020-06-23,8 years,,2019-09-26 00:00:00,Double A Dairy,"Ag Power Jerome, LLC","Agri-Waste Technology, Inc.",ID,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=233,,0,0,0,5460,20668,0,0,,41606,67734.0,2020.0,ACR,,,,,,
ACR234,CALS5134-A,ACR234,Livestock,COP,2014-11-06,2015-11-05,2015.0,12382,,2016-11-22,3 years,2017-06-13 00:00:00,2015-11-05 00:00:00,Alliance Dairy,Alliance Dairies,"Agri-Waste Technology, Inc.",FL,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=234,,0,0,12382,0,0,0,0,,0,12382.0,2016.0,ACR,,,,,,
ACR234,CALS5134-B,ACR234,Livestock,COP,2015-11-06,2016-11-05,2016.0,14787,,2017-06-13,3 years,2019-01-22 00:00:00,2016-11-05 00:00:00,Alliance Dairy,Alliance Dairies,"GHD Services, Inc.",FL,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=234,,0,0,14787,0,0,0,0,,0,14787.0,2017.0,ACR,,,,,,
ACR234,CALS5134-C,ACR234,Livestock,COP,2016-11-06,2017-11-05,2017.0,14054,,2019-01-22,3 years,2019-04-23 00:00:00,2017-11-05 00:00:00,Alliance Dairy,Alliance Dairies,"Agri-Waste Technology, Inc.",FL,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=234,,0,0,0,14054,0,0,0,,0,14054.0,2019.0,ACR,,,,,,
ACR234,CALS5134-D,ACR234,Livestock,COP,2017-11-06,2018-11-05,2018.0,15864,,2019-04-23,3 years,2020-12-08 00:00:00,2018-11-05 00:00:00,Alliance Dairy,Alliance Dairies,"SES, Inc.",FL,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=234,,0,0,0,15864,0,0,0,,0,15832.0,2019.0,ACR,,,,,,
ACR234,CALS5134-E,ACR234,Livestock,COP,2018-11-06,2019-11-05,2019.0,10809,,2020-12-08,3 years,2022-02-22 00:00:00,2019-11-05 00:00:00,Alliance Dairy,Alliance Dairies,"Agri-Waste Technology, Inc.",FL,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=234,,0,0,0,10809,0,0,0,,0,10809.0,2020.0,ACR,,,,,,
ACR234,CALS5134-F,ACR234,Livestock,COP,2019-11-06,2020-11-05,2020.0,16323,,2022-02-22,8 years,,2020-11-05 00:00:00,Alliance Dairy,Alliance Dairies,"SES, Inc.",FL,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=234,,0,0,0,0,0,0,0,,16323,16323.0,2022.0,ACR,,,,,,
ACR235,CALS5135-A,ACR235,Livestock,COP,2014-12-01,2015-11-30,2015.0,6904,,2017-02-21,3 years,2017-05-09 00:00:00,2015-11-30 00:00:00,"Synergy Biogas, LLC","Synergy Biogas, LLC",Analytical Environmental Services,NY,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=235,,0,0,6904,0,0,0,0,,0,6904.0,2017.0,ACR,,,,,,
ACR235,CALS5135-B,ACR235,Livestock,COP,2015-12-01,2016-11-30,2016.0,8081,,2017-05-09,3 years,2018-07-24 00:00:00,2016-11-30 00:00:00,"Synergy Biogas, LLC","Synergy Biogas, LLC","SES, Inc.",NY,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=235,,0,0,0,8081,0,0,0,,0,8081.0,2017.0,ACR,,,,,,
ACR235,CALS5135-C,ACR235,Livestock,COP,2016-12-01,2017-11-30,2017.0,7020,,2018-07-24,3 years,2019-09-10 00:00:00,2017-11-30 00:00:00,"Synergy Biogas, LLC","Synergy Biogas, LLC","GHD Services, Inc.",NY,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=235,,0,0,0,0,0,0,0,,7020,7020.0,2018.0,ACR,,,,,,
ACR235,CALS5135-D,ACR235,Livestock,COP,2017-12-01,2018-11-30,2018.0,6257,,2019-09-10,3 years,2020-05-12 00:00:00,2018-11-30 00:00:00,"Synergy Biogas, LLC","Synergy Biogas, LLC","Agri-Waste Technology, Inc.",NY,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=235,,0,0,0,0,0,6257,0,,0,6257.0,2019.0,ACR,,,,,,
ACR235,CALS5135-E,ACR235,Livestock,COP,2018-12-01,2019-11-30,2019.0,6216,,2020-05-12,3 years,2022-02-08 00:00:00,2019-11-30 00:00:00,"Synergy Biogas, LLC","Synergy Biogas, LLC",Dillon Consulting Limited,NY,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=235,,0,0,0,6216,0,0,0,,0,6216.0,2020.0,ACR,,,,,,
ACR235,CALS5135-F,ACR235,Livestock,COP,2019-12-01,2020-11-30,2020.0,5107,,2022-02-08,3 years,2022-07-12 00:00:00,2020-11-30 00:00:00,"Synergy Biogas, LLC","Synergy Biogas, LLC","Agri-Waste Technology, Inc.",NY,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=235,,0,0,0,0,0,0,0,,5107,5107.0,2022.0,ACR,,,,,,
ACR235,CALS5135-G,ACR235,Livestock,COP,2020-12-01,2021-11-30,2021.0,8824,,2022-07-12,8 years,,2021-11-30 00:00:00,"Synergy Biogas, LLC","Synergy Biogas, LLC",Dillon Consulting Limited,NY,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=235,,0,0,0,0,0,0,0,,8824,8824.0,2022.0,ACR,,,,,,
ACR236,CALS5136-A,ACR236,Livestock,COP,2019-01-01,2019-12-31,2019.0,5816,,2021-06-22,3 years,2023-06-13 00:00:00,2019-12-31 00:00:00,Green Meadow Farm,"Green Meadow Farms, Inc.","Agri-Waste Technology, Inc.",MI,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=236,,0,0,0,0,0,5816,0,,0,5816.0,2021.0,ACR,,,,,,
ACR236,CALS5136-B,ACR236,Livestock,COP,2021-01-01,2021-12-31,2021.0,13436,,2023-06-13,8 years,,2021-12-31 00:00:00,Green Meadow Farm,"Green Meadow Farms, Inc.",Dillon Consulting Limited,MI,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=236,,0,0,0,0,0,0,0,,13436,,2023.0,ACR,,,,,,
ACR236,CALS5136-(zero),ACR236,Livestock,COP,2020-01-01,2020-12-31,,,,,,,,Green Meadow Farm,"Green Meadow Farms, Inc.",,MI,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=236,,0,0,0,0,0,0,0,No GHG emission reductions were claimed for the second reporting period.,0,,,ACR,,,,,,
ACR238,CALS5138-A,ACR238,Livestock,COP,2014-11-30,2015-11-29,2015.0,17350,,2017-02-21,3 years,2017-07-25 00:00:00,2015-11-29 00:00:00,Willet Dairy,"Willet Dairy, LLC",Analytical Environmental Services,NY,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=238,,0,0,17350,0,0,0,0,,0,17350.0,2017.0,ACR,,,,,,
ACR238,CALS5138-B,ACR238,Livestock,COP,2015-11-30,2016-11-29,2016.0,15159,,2017-07-25,3 years,2018-07-10 00:00:00,2016-11-29 00:00:00,Willet Dairy,"Willet Dairy, LLC","SES, Inc.",NY,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=238,,0,0,0,8925,0,6234,0,,0,15159.0,2017.0,ACR,,,,,,
ACR238,CALS5138-C,ACR238,Livestock,COP,2016-11-30,2017-11-29,2017.0,14212,,2018-07-10,3 years,2019-08-13 00:00:00,2017-11-29 00:00:00,Willet Dairy,"Willet Dairy, LLC","GHD Services, Inc.",NY,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=238,,0,0,0,0,0,0,0,,14212,14212.0,2018.0,ACR,,,,,,
ACR238,CALS5138-D,ACR238,Livestock,COP,2017-11-30,2018-11-29,2018.0,16178,,2019-08-13,3 years,2020-05-12 00:00:00,2018-11-29 00:00:00,Willet Dairy,"Willet Dairy, LLC","Agri-Waste Technology, Inc.",NY,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=238,,0,0,0,16178,0,0,0,,0,16178.0,2019.0,ACR,,,,,,
ACR238,CALS5138-E,ACR238,Livestock,COP,2018-11-30,2019-11-29,2019.0,15442,,2020-05-12,3 years,2021-12-21 00:00:00,2019-11-29 00:00:00,Willet Dairy,"Willet Dairy, LLC",Dillon Consulting Limited,NY,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=238,,0,0,0,15442,0,0,0,,0,15442.0,2020.0,ACR,,,,,,
ACR238,CALS5138-F,ACR238,Livestock,COP,2019-11-30,2020-11-29,2020.0,14662,,2021-12-21,3 years,2022-09-13 00:00:00,2020-11-29 00:00:00,Willet Dairy,"Willet Dairy, LLC","Agri-Waste Technology, Inc.",NY,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=238,,0,0,0,0,0,0,0,,14662,14662.0,2021.0,ACR,,,,,,
ACR238,CALS5138-G,ACR238,Livestock,COP,2020-11-30,2021-11-29,2021.0,21737,,2022-09-13,8 years,,2021-11-29 00:00:00,Willet Dairy,"Willet Dairy, LLC",Dillon Consulting Limited,NY,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=238,,0,0,0,0,0,0,0,,21737,21737.0,2022.0,ACR,,,,,,
ACR239,CALS5139-A,ACR239,Livestock,COP,2014-09-01,2015-08-31,2015.0,8746,,2016-07-12,3 years,2017-04-25 00:00:00,2015-08-31 00:00:00,"Edaleen Cow Power, LLC","Edaleen Cow Power, LLC","SES, Inc.",WA,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=239,,0,0,8746,0,0,0,0,,0,8746.0,2016.0,ACR,,,,,,
ACR239,CALS5139-B,ACR239,Livestock,COP,2015-09-01,2016-08-31,2016.0,8392,,2017-04-25,3 years,2018-06-12 00:00:00,2016-08-31 00:00:00,"Edaleen Cow Power, LLC","Edaleen Cow Power, LLC","Agri-Waste Technology, Inc.",WA,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=239,,0,0,0,8392,0,0,0,,0,8392.0,2017.0,ACR,,,,,,
ACR239,CALS5139-C,ACR239,Livestock,COP,2016-09-01,2017-08-31,2017.0,8424,,2018-06-12,3 years,2019-03-26 00:00:00,2017-08-31 00:00:00,"Edaleen Cow Power, LLC","Edaleen Cow Power, LLC","GHD Services, Inc.",WA,–,–,https://acr2.apx.com/mymodule/reg/prjView.asp?id1=239,,0,0,0,8424,0,0,0,,0,8424.0,2018.0,ACR,,,,,,
