Project ID,Project Name,ARB ID,Cooperative/ Aggregate ID,Project Developer,Project Owner,Offset Project Operator,Authorized Project Designee,Verification Body,Project Type,Status,ARB Project Status,Project Site Location,Project Site State,Project Site Country,Additional Certifications,SDG Impact,Project Notes,Total Number of Offset Credits Registered ,Project Listed Date,Project Registered Date,Project Website,CAR Source Data,Updated 11-1-23,Total Projects:,872,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,34
CAR1098,Garcia River Forest - ARB,CAFR5141,,The Conservation Fund,The Conservation Fund,The Conservation Fund,,"S&A Carbon, LLC",Improved Forest Management - ARB Compliance,Registered,Active ARB Project,Mendocino County,CALIFORNIA,US,,,Reported under CAR102 prior to transition to the ARB Compliance Offset Protocol,1049935.0,2015-02-09,2017-02-16,www.conservationfund.org,,,,,,,,,,,,
CAR1099,Gualala River Forest - ARB,CAFR5137,,The Conservation Fund,The Conservation Fund,The Conservation Fund,,,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,"Mendocino County, CA",CALIFORNIA,US,,,,559706.0,2015-02-09,2017-05-16,www.conservationfund.org,,,,,,,,,,,,
CAR1100,Big River / Salmon Creek Forests - ARB,CAFR5106,,The Conservation Fund,The Conservation Fund,The Conservation Fund,,"Ruby Canyon Environmental, Inc.",Improved Forest Management - ARB Compliance,Registered,Active ARB Project,"Mendocino County, CA",CALIFORNIA,US,,,,582975.0,2015-01-08,2017-04-11,www.conservationfund.org,,,,,,,,,,,,
CAR1101,Vander Haak Dairy COP,CALS5101,,ClimeCo LLC,ClimeCo LLC,ClimeCo Corporation,,,Livestock - ARB Compliance,Registered,Active ARB Project,"Lynden, Washington",WASHINGTON,US,,,,9199.0,2014-12-18,2016-10-28,,,,,,,,,,,,,
CAR1102,Montesol - Forest Carbon Partners Improved Forest Management Project,CAFR5148,,"Forest Carbon Partners, L.P.","Forest Carbon Partners, L.P.",Montesol LLC,Forest Carbon Partners,,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,Napa County,CALIFORNIA,US,,,,232770.0,2014-12-31,2017-11-14,www.forestcarbonpartners.com,,,,,,,,,,,,
CAR1103,Forest Carbon Partners -- Glass Ranch Improved Forest Management Project,CAFR5149,,"Baldwin, Blomstrom, Wilkinson and Associates, Inc.","Baldwin, Blomstrom, Wilkinson and Associates, Inc.",Ronald Glass,"Forest Carbon Partners, L.P.",,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,"Humboldt County, California",CALIFORNIA,US,,,,294100.0,2014-12-31,2016-06-06,,,,,,,,,,,,,
CAR1104,Forest Carbon Partners-Gabrych Ranch Improved Forest Management Project,CAFR5150,,GM Gabrych Family L.P,GM Gabrych Family L.P,GM Gabrych Family LP,Forest Carbon Partners,,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,Humboldt County and Trinity County,CALIFORNIA,US,,,,315394.0,2014-12-31,2016-12-09,www.forestcarbonpartners.com,,,,,,,,,,,,
CAR1105,American Soda LLC Waste Mine Methane Project,CAMM5178,,American Soda LLC,American Soda LLC,American Soda LLC,none,,Mine Methane Capture - ARB Compliance,Registered,Active ARB Project,Sweetwater County,WYOMING,US,,,,2012184.0,2015-02-25,2016-06-01,,,,,,,,,,,,,
CAR1106,Green Valley Dairy Methane Reduction Project,CALS5180,,"3Degrees Group, Inc","3Degrees Group, Inc",Green Valley Dairy,"3Degrees Group, Inc",,Livestock - ARB Compliance,Registered,Active ARB Project,"Krakow, Wisconsin",WISCONSIN,US,,,,130138.0,2015-02-27,2016-10-19,,,,,,,,,,,,,
CAR1108,Pacific Rim Dairy Digester,CALS5131,,"Maas Energy Works, Inc.","Maas Energy Works, Inc.","Pacific Rim Energy, LLC","Maas Energy Works, Inc",,Livestock - ARB Compliance,Completed,,Tulare County,CALIFORNIA,US,,,,88654.0,2015-02-04,2016-08-31,,,,,,,,,,,,,
CAR1109,Green Assets - Middleton Avoided Conversion Project,CAFR5105,,"Middleton Place, LLC","Middleton Place, LLC","Middleton Place, LLC","Green Assets, Inc","Aster Global Environmental Solutions, Inc.",Avoided Conversion - ARB Compliance,Registered,Active ARB Project,"Dorchester Co.; North of Charleston, S.C",SOUTH CAROLINA,US,,,,244767.0,2014-12-23,2016-04-13,,,,,,,,,,,,,
CAR1110,Backbone,CAFR5110,,Sierra Pacific Industries,Sierra Pacific Industries,Sierra Pacific Industries,,SCS Global Services,Improved Forest Management - ARB Compliance,Listed,Proposed Project,Shasta County - East of Redding,CALIFORNIA,US,,,,160901.0,2015-01-21,,,,,,,,,,,,,,
CAR1111,Marble Creek,CAFR5111,,Sierra Pacific Industries,Sierra Pacific Industries,sierra Pacific Industries,,,Improved Forest Management - ARB Compliance,Completed,Inactive,North east of Oroville Lake,CALIFORNIA,US,,,,,2015-07-24,,,,,,,,,,,,,,
CAR1112,Bowman Lake,CAFR5112,,Sierra Pacific Industries,Sierra Pacific Industries,Sierra Pacific Industries,,,Improved Forest Management - ARB Compliance,Completed,Inactive,Nevada and Sierra Counties West of Bowman Lake,CALIFORNIA,US,,,,,2015-02-13,,,,,,,,,,,,,,
CAR1113,Bull Creek,CAFR5113,,Sierra Pacific Industries,Sierra Pacific Industries,Sierra Pacific Industries,,SCS Global Services,Improved Forest Management - ARB Compliance,Listed,Proposed Project,In Butte and Tehama Counties nort east of Chico,CALIFORNIA,US,,,,,2015-08-04,,,,,,,,,,,,,,
CAR1114,Crane Valley,CAFR5114,,Sierra Pacific Industries,Sierra Pacific Industries,Sierra Pacific Industries,,SCS Global Services,Improved Forest Management - ARB Compliance,Registered,Active Registry Project,In Butte and Plumas Counties north east of Chico,CALIFORNIA,US,,,,356040.0,2015-02-13,2017-03-23,,,,,,,,,,,,,
CAR1115,Fall River,CAFR5115,,Sierra Pacific Industries,Sierra Pacific Industries,Sierra Pacific Industries,,SCS Global Services,Improved Forest Management - ARB Compliance,Completed,Inactive,Butte and Plumas Counties in the Feather Falls area,CALIFORNIA,US,,,,,2015-10-30,,,,,,,,,,,,,,
CAR1116,Griswold,CAFR5116,,Sierra Pacific Industries,Sierra Pacific Industries,Sierra Pacific industries,,SCS Global Services,Improved Forest Management - ARB Compliance,Completed,Inactive,In Tuolumne County north east of Sonora,CALIFORNIA,US,,,,,2015-01-21,,,,,,,,,,,,,,
CAR1117,Ninemile,CAFR5117,,Sierra Pacific Industries,Sierra Pacific Industries,Sierra Pacific Industries,,SCS Global Services,Improved Forest Management - ARB Compliance,Listed,Proposed Project,in Tehama and Butte counties north east of Chico,CALIFORNIA,US,,,,,2015-01-21,,,,,,,,,,,,,,
CAR1118,South Trinity Divide,CAFR5118,,Sierra Pacific Industries,Sierra Pacific Industries,Sierra Pacific Industries,,SCS Global Services,Improved Forest Management - ARB Compliance,Completed,Inactive,In Trinity and Shasta Counties west of Redding,CALIFORNIA,US,,,,,2015-01-21,,,,,,,,,,,,,,
CAR1119,Tahoe Westcentral,CAFR5119,,Sierra Pacific Industries,Sierra Pacific Industries,Sierra Pacific Industries,,,Improved Forest Management - ARB Compliance,Completed,Inactive,In Nevada and Sierra Counties north east of Marysville,CALIFORNIA,US,,,,,2015-01-21,,,,,,,,,,,,,,
CAR1120,Fair Oaks Dairy Farm LLC GHD-Designed Digester,CALS5120,,"Camco Offsets I, LLC","Camco Offsets I, LLC","Fair Oaks Dairy Farm, LLC","Camco Offsets I, LLC","Agri-Waste Technology, Inc.",Livestock - ARB Compliance,Completed,Terminated,Fair Oaks,INDIANA,US,,,,241886.0,2015-02-04,2016-07-11,,,,,,,,,,,,,
CAR1121,Fair Oaks Dairy Farm LLC Cyclus-Designed Digester,CALS5121,,"Camco Offsets I, LLC","Camco Offsets I, LLC","Fair Oaks Dairy Farm, LLC","Camco Offsets I, LLC",,Livestock - ARB Compliance,Completed,Terminated,Fair Oaks,INDIANA,US,,,,7421.0,2015-02-03,2016-06-29,,,,,,,,,,,,,
CAR1122,"Bridgewater Dairy, LLC",CALS5122,,"Camco Offsets I, LLC","Camco Offsets I, LLC","Bridgewater Dairy, LLC","Camco Offsets I, LLC",,Livestock - ARB Compliance,Registered,Active ARB Project,Montpelier,OHIO,US,,,,68510.0,2015-02-03,2015-11-02,,,,,,,,,,,,,
CAR1123,"Central Sands Dairy, LLC",CALS5123            ,,"Camco Offsets I, LLC","Camco Offsets I, LLC","Central Sands Dairy, LLC","Camco Offsets I, LLC",,Livestock - ARB Compliance,Registered,Active ARB Project,Nekoosa,WISCONSIN,US,,,,91170.0,2015-02-03,2016-04-19,,,,,,,,,,,,,
CAR1124,"Willow Point Dairy, LLC",CALS5124            ,,"Camco Offsets I, LLC","Camco Offsets I, LLC","Willow Point Dairy, LLC","Camco Offsets I, LLC",,Livestock - ARB Compliance,Registered,Active ARB Project,Orleans,MICHIGAN,US,,,,125652.0,2015-02-03,2015-11-17,,,,,,,,,,,,,
CAR1125,Riverview Farm Anaerobic Digester Project,CALS5125,,"Camco Offsets I, LLC","Camco Offsets I, LLC","Riverview, LLP","Camco Offsets I, LLC",,Livestock - ARB Compliance,Completed,Terminated,Morris,MINNESOTA,US,,,,63513.0,2015-02-04,2016-03-17,,,,,,,,,,,,,
CAR1126,West River Farm Anaerobic Digester Project,CALS5126,,"Camco Offsets I, LLC","Camco Offsets I, LLC","Riverview, LLP","Camco Offsets I, LLC",,Livestock - ARB Compliance,Completed,Terminated,Morris,MINNESOTA,US,,,,60461.0,2015-02-04,2016-03-17,,,,,,,,,,,,,
CAR1127,District 45 Dairy,CALS5127,,"Camco Offsets I, LLC","Camco Offsets I, LLC","Riverview, LLP","Camco Offsets I, LLC",,Livestock - ARB Compliance,Completed,Terminated,Hancock,MINNESOTA,US,,,,59593.0,2015-02-04,2016-03-17,,,,,,,,,,,,,
CAR1128,Farm Power Lynden Anaerobic Digester,CALS5128,,Farm Power Northwest LLC,Farm Power Northwest LLC,Farm Power Northwest LLC,,,Livestock - ARB Compliance,Registered,Active ARB Project,"Lynden, WA",WASHINGTON,US,,,,57837.0,2015-02-05,2016-04-04,,,,,,,,,,,,,
CAR1129,Finite Carbon - NEFF Hersey Mountain,CAFR5129,,New England Forestry Foundation,New England Forestry Foundation,New England Foresty Foundation,,,Improved Forest Management - ARB Compliance,Completed,Inactive,"North of Concord, NH",NEW HAMPSHIRE,US,,,,,2015-02-20,,www.finitecarbon.com,,,,,,,,,,,,
CAR1130,Finite Carbon - Lyme Brimstone Timberlands IFM,CAFR5130,,Lyme Brimstone Timberlands LLC,Lyme Brimstone Timberlands LLC,Lyme Brimstone Timberlands LLC,,,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,Scott County,TENNESSEE,US,,,,143509.0,2015-02-12,2016-05-18,www.finitecarbon.com,,,,,,,,,,,,
CAR1132,OHE DM4-3,CALS5132,,"Align RNG Magnolia, LLC","Align RNG Magnolia, LLC","Align RNG Magnolia, LLC",,"Agri-Waste Technology, Inc.",Livestock - ARB Compliance,Registered,Active ARB Project,Duplin County; Magnolia,NORTH CAROLINA,US,,,,56165.0,2015-02-24,2015-11-05,,,,,,,,,,,,,
CAR1133,OHE DM2-1,CALS5133,,"Align RNG Magnolia, LLC","Align RNG Magnolia, LLC","Align RNG Magnolia, LLC",,"Agri-Waste Technology, Inc.",Livestock - ARB Compliance,Registered,Active ARB Project,Duplin County; Magnolia,NORTH CAROLINA,US,,,,32688.0,2015-02-24,2015-10-13,,,,,,,,,,,,,
CAR1134,Finite Carbon - Brosnan Forest,CAFR5182,,Norfolk Southern Railway Company,Norfolk Southern Railway Company,Norfolk Southern Railway Company,,"Aster Global Environmental Solutions, Inc.",Improved Forest Management - ARB Compliance,Registered,Active ARB Project,"Near Charleston, SC",SOUTH CAROLINA,US,,,,28408.0,2015-02-23,2017-12-22,www,,,,,,,,,,,,
CAR1135,"Grotegut Dairy Farm, Inc",CALS5143,,"DTE Biomass Energy, Inc.","DTE Biomass Energy, Inc.","Grotegut Dairy Farm, Inc.",Calumet Renewable Energy LLC,,Livestock - ARB Compliance,Registered,Active ARB Project,"Newton, Manitowoc County",WISCONSIN,US,,,,49058.0,2015-02-12,2017-08-09,www.dteenergy.com,,,,,,,,,,,,
CAR1136,CalBio ORRD Project,CALS5183,,ABEC Bidart-Old River LLC,ABEC Bidart-Old River LLC,ABEC Bidart-Old River LLC,,,Livestock - ARB Compliance,Registered,Active ARB Project,Kern County,CALIFORNIA,US,,,,220747.0,2015-02-27,2018-06-25,,,,,,,,,,,,,
CAR1137,Patterson Farms COP,CALS5144,,ClimeCo LLC,ClimeCo LLC,ClimeCo Corporation,,,Livestock - ARB Compliance,Completed,Terminated,"1131 Town Line Rd, Auburn, NY 13021; Cayuga County",NEW YORK,US,,,,18283.0,2015-02-12,2016-05-11,,,,,,,,,,,,,
CAR1138,Sunnyside Farms COP,CALS5145,,ClimeCo LLC,ClimeCo LLC,ClimeCo Corporation,,,Livestock - ARB Compliance,Registered,Active ARB Project,"2231 Indian Field Rd, Scipio Center, NY 13147; Cayuga County",NEW YORK,US,,,,247126.0,2015-02-12,2017-12-22,,,,,,,,,,,,,
CAR1139,Usal Redwood Forest - IFM,CAFR5281,,"Usal Redwood Forest Company, LLC","Usal Redwood Forest Company, LLC",Usal Redwood Forest Company LLC,,,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,Mendocino County,CALIFORNIA,US,,,,2281532.0,2015-02-27,2016-12-08,www.rffi.org,,,,,,,,,,,,
CAR1140,Willits Woods IFM,CAFR5170,,Green Diamond Resource Company,Green Diamond Resource Company,Green Diamond Resource Company,James D.Clark,,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,"Western Mendocino County, CA",CALIFORNIA,US,,,,915516.0,2015-02-24,2016-12-21,,,,,,,,,,,,,
CAR1141,Van Eck Forest,CAFR5171,,Fred M Van Eck Forest Foundation for Purdue University,Fred M Van Eck Forest Foundation for Purdue University,Fred M Van Eck Forest Foundation for Purdue University,The Pacific Forest Trust,,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,Humboldt County,CALIFORNIA,US,,,Reported under CAR101 prior to transition to the ARB Compliance Offset Protocol,62329.0,2015-02-27,2019-01-28,,,,,,,,,,,,,
CAR1142,Fiscalini Farms Anaerobic Digester,CALS5142,,"Fiscalini Properties, L.P.","Fiscalini Properties, L.P.","Fiscalini Properties, L.P.",,,Livestock - ARB Compliance,Registered,Active ARB Project,"Modesto, Stanislaus County",CALIFORNIA,US,,,,20904.0,2015-02-25,2017-04-11,,,,,,,,,,,,,
CAR1143,"WTE-Dallmann, LLC",CALS5146,,"WTE-Dallmann, LLC","WTE-Dallmann, LLC","WTE-Dallmann, LLC","Ag Methane Advisors, LLC",,Livestock - ARB Compliance,Registered,Active ARB Project,"Brillion, Calumet County",WISCONSIN,US,,,,92661.0,2015-02-23,2017-05-12,,,,,,,,,,,,,
CAR1144,EOS CAR 1144,CAOD5174,,EOS Climate Inc.,EOS Climate Inc.,EOS Climate Inc.,,,Ozone Depleting Substances - U.S. - ARB Compliance,Listed,Inactive,El Dorado,ARKANSAS,US,,,,,2015-02-24,,www.eosclimate.com,,,,,,,,,,,,
CAR1145,"Storms Hog Power, LLC",CALS5175,,"Camco Offsets I, LLC","Camco Offsets I, LLC","Storms Hog Power Partners, LLC","Camco Offsets I, LLC",,Livestock - ARB Compliance,Registered,Active ARB Project,"580 Storms Farm Lane, Bladenboro, NC 28320",NORTH CAROLINA,US,,,,83110.0,2015-02-27,2016-04-21,,,,,,,,,,,,,
CAR1146,Vanderhyde Dairy,CALS5176,,"Camco Offsets I, LLC","Camco Offsets I, LLC","Dairy Energy, Inc.","Camco Offsets I, LLC",,Livestock - ARB Compliance,Registered,Active ARB Project,"269 Van Der Hyde Dairy Rd, Chatham, VA 24531",VIRGINIA,US,,,,26642.0,2015-02-25,2016-06-30,,,,,,,,,,,,,
CAR1147,Virginia Conservation Forestry Program - Tazewell - Elk Garden,CAFR5147,,The Nature Conservancy,The Nature Conservancy,The Nature Conservancy,,"S&A Carbon, LLC",Improved Forest Management - ARB Compliance,Registered,Active ARB Project,"Russell, Washington, and Tazewell Counties, Virginia",VIRGINIA,US,,,Reported under CAR697 prior to transition to the ARB Compliance Offset Protocol,249891.0,2015-02-27,2018-01-10,http://www.nature.org/ourinitiatives/regions/northamerica/unitedstates/virginia/placesweprotect/clinch-valley-conservation-forestry.xml,,,,,,,,,,,,
CAR1151,Cottonwood Dairy Livestock Gas Capture Project,CALS5151,,"Gallo Cattle Company, a Limited Partnership","Gallo Cattle Company, a Limited Partnership","Gallo Cattle Company, A  Limited Partnership","Ag Methane Advisors, LLC",,Livestock - ARB Compliance,Registered,Active ARB Project,"Atwater, Merced County",CALIFORNIA,US,,,,70542.0,2015-02-25,2016-12-21,,,,,,,,,,,,,
CAR1152,Aurora Ridge Dairy,CALS5152,,"Aurora Ridge Dairy, LLC","Aurora Ridge Dairy, LLC","Aurora Ridge Dairy, LLC","Ag Methane Advisors, LLC","Ruby Canyon Environmental, Inc.",Livestock - ARB Compliance,Registered,Active ARB Project,Cayuga County,NEW YORK,US,,,,105028.0,2023-04-26,2016-11-09,,,,,,,,,,,,,
CAR1153,Holsum Elm Dairy,CALS5153,,"Holsum Dairies, LLC","Holsum Dairies, LLC","Holsum Dairies, LLC","Ag Methane Advisors, LLC",,Livestock - ARB Compliance,Registered,Active ARB Project,Calumet County,WISCONSIN,US,,,,67274.0,2015-02-26,2017-03-09,,,,,,,,,,,,,
CAR1154,Holsum Irish Dairy,CALS5154,,"Holsum Dairies, LLC","Holsum Dairies, LLC","Holsum Dairies, LLC","Ag Methane Advisors, LLC",,Livestock - ARB Compliance,Registered,Active ARB Project,Calumet County,WISCONSIN,US,,,,82818.0,2015-02-26,2015-11-04,,,,,,,,,,,,,
CAR1155,Maple Leaf Dairy West,CALS5155,,"DTE Biomass Energy, Inc.","DTE Biomass Energy, Inc.","Maple Leaf Dairy, Inc.",Calumet Renewable Energy LLC,,Livestock - ARB Compliance,Registered,Active ARB Project,Manitowoc County,WISCONSIN,US,,,,65794.0,2015-02-24,2016-07-18,,,,,,,,,,,,,
CAR1156,Maple Leaf Dairy East,CALS5156,,"DTE Biomass Energy, Inc.","DTE Biomass Energy, Inc.","Maple Leaf Dairy, Inc.",Calumet Renewable Energy LLC,,Livestock - ARB Compliance,Registered,Active ARB Project,Manitowoc County,WISCONSIN,US,,,,22936.0,2015-02-24,2016-07-18,,,,,,,,,,,,,
CAR1157,WestPoint Dairy Digester,CALS5157,,"Camco Offsets I, LLC","Camco Offsets I, LLC",Environmental Products and Technologies Corporation,"Camco Offsets I, LLC",,Livestock - ARB Compliance,Completed,Terminated,Wendell,IDAHO,US,,,,,2015-02-27,,,,,,,,,,,,,,
CAR1158,Whitesides Dairy Digester,CALS5158,,"Camco Offsets I, LLC","Camco Offsets I, LLC",Environmental Products and Technologies Corporation,"Camco Offsets I, LLC",,Livestock - ARB Compliance,Completed,Terminated,Rupert,IDAHO,US,,,,,2015-02-27,,,,,,,,,,,,,,
CAR1159,Virginia Conservation Forestry Program - Rich Mountain,CAFR5159,,The Nature Conservancy,The Nature Conservancy,The Nature Conservancy,,"Ruby Canyon Environmental, Inc.",Improved Forest Management - ARB Compliance,Registered,Active ARB Project,"Washington and Russell Counties, Virginia; near Saltville",VIRGINIA,US,,,,145774.0,2015-02-27,2017-10-04,http://www.nature.org/ourinitiatives/regions/northamerica/unitedstates/virginia/placesweprotect/clinch-valley-conservation-forestry.xml,,,,,,,,,,,,
CAR1160,Virginia Conservation Forestry Program - Clifton Farm,CAFR5160,,The Nature Conservancy,The Nature Conservancy,The Nature Conservancy,,"Ruby Canyon Environmental, Inc.",Improved Forest Management - ARB Compliance,Registered,Active ARB Project,"Russell and Tazewell Counties, Virginia; near Rosedale",VIRGINIA,US,,,Reported under CAR686 prior to transition to the ARB Compliance Offset Protocol,85135.0,2015-02-27,2017-10-04,http://www.nature.org/ourinitiatives/regions/northamerica/unitedstates/virginia/placesweprotect/clinch-valley-conservation-forestry.xml,,,,,,,,,,,,
CAR1161,SIG Carbon– Northeast Wilderness Trust – Howland Research Forest,CAFR5161,,Northeast Wilderness Trust,Northeast Wilderness Trust,Northeast Wilderness Trust,,SCS Global Services,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,Penobscot County,MAINE,US,,,,7762.0,2015-02-26,2019-03-08,www.sigcarbon.com,,,,,,,,,,,,
CAR1162,SIG Carbon - Northeast Wilderness Trust - Alder Stream Preserve,CAFR5162,,Northeast Wilderness Trust,Northeast Wilderness Trust,Northeast Wilderness Trust,,SCS Global Services,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,Piscataquis County,MAINE,US,,,Reported under CAR655 prior to transition to the ARB Compliance Offset Protocol,2616.0,2015-02-26,2019-03-08,www.sigcarbon.com,,,,,,,,,,,,
CAR1163,SPI Wildfire Reforestation Project #1,CAFR5163,,Sierra Pacific Industries,Sierra Pacific Industries,Sierra Pacific Industries,none,SCS Global Services,Reforestation - ARB Compliance,Completed,Inactive,"Lassen, Plumas and Shasta Counties",CALIFORNIA,US,,,,,2015-03-02,,,,,,,,,,,,,,
CAR1164,SPI Wildfire Reforestation Project #2,CAFR5164,,Sierra Pacific Industries,Sierra Pacific Industries,Sierra Pacific Industries,none,,Reforestation - ARB Compliance,Registered,Active Registry Project,"Butte, Calaveras, Lassen, Placer, Plumas, Shasta, Trinity and Toulumne Counties",CALIFORNIA,US,,,,,2015-03-02,2019-04-01,,,,,,,,,,,,,
CAR1165,SPI Wildfire Reforestation Project #3,CAFR5165,,Sierra Pacific Industries,Sierra Pacific Industries,Sierra Pacific Industries,none,,Reforestation - ARB Compliance,Registered,Active Registry Project,"Claveras, El Dorado, Lassen, Shasta, and Toulumne Counties",CALIFORNIA,US,,,,,2015-03-02,2019-03-27,,,,,,,,,,,,,
CAR1166,SPI Wildfire Reforestation Project #4,CAFR5166,,Sierra Pacific Industries,Sierra Pacific Industries,Sierra Pacific Industries,none,SCS Global Services,Reforestation - ARB Compliance,Completed,Inactive,"Butte, Calaveras, and Shasta counties",CALIFORNIA,US,,,,,2015-03-02,,,,,,,,,,,,,,
CAR1167,SPI Wildfire Reforestation Project #5,CAFR5167,,Sierra Pacific Industries,Sierra Pacific Industries,Sierra Pacific Industries,none,,Reforestation - ARB Compliance,Registered,Active Registry Project,"Amador, Butte, El Dorado, and Tuolumne Counties",CALIFORNIA,US,,,,,2015-03-02,2019-04-01,,,,,,,,,,,,,
CAR1168,SPI Wildfire Reforestation Project #6,CAFR5168,,Sierra Pacific Industries,Sierra Pacific Industries,Sierra Pacific Indiustries,none,SCS Global Services,Reforestation - ARB Compliance,Completed,Inactive,Shasta County,CALIFORNIA,US,,,,,2015-03-02,,,,,,,,,,,,,,
CAR1169,TMF Biofuels Dairy Digester,CALS5169,,"TMF Biofuels, LLC","TMF Biofuels, LLC",WOF PNW Threemile Project LLC,,,Livestock - ARB Compliance,Completed,Terminated,"Boardman, Oregon",OREGON,US,,,,238326.0,2015-03-03,2017-02-21,,,,,,,,,,,,,
CAR1171,A-GAS Americas 2015-1,CAOD5185,,Reclamation Technologies Inc.,Reclamation Technologies Inc.,"Reclamation Technologies, Inc.",none,,Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Completed,Bowling Green,OHIO,US,,,,134418.0,2015-05-15,2015-10-05,,,,,,,,,,,,,
