Project ID,Vintage,Offset Credit Serial Numbers,Quantity of Offset Credits,Status Effective,Project Name,Project Type,Protocol Version,Project Site Location,Project Site State,Project Site Country,Additional Certification(s) / SDGs,CORSIA Eligible,Account Holder,Retirement Reason,Retirement Reason Details,Retirement Year,CAR Retirement Data,Updated 11-1-23,Total Credits Retired:,61317505
CAR1019,2016,CAR-1-MX-1019-43-811-MR-2016-5505-1901 to 1990,90,2021-12-31,LA PERSEVERANCIA BIOGAS PLANT,Landfill - MX,Version 1.1,CUAUTLA,MORELOS,MX,,No,"Lightstone Consulting, LLC",On Behalf of Third Party,"On behalf of CCC customers #1075, 1076 by Evergreen Carbon",2021,,,,
CAR1019,2016,CAR-1-MX-1019-43-811-MR-2016-5505-1 to 100,100,2021-01-11,LA PERSEVERANCIA BIOGAS PLANT,Landfill - MX,Version 1.1,CUAUTLA,MORELOS,MX,,No,ClimeCo LLC,Retirement for Person or Organization,Evergreen Carbon for Carbon Credit Cart Purchases,2021,,,,
CAR1019,2016,CAR-1-MX-1019-43-811-MR-2016-5505-3347 to 8230,4884,2023-10-27,LA PERSEVERANCIA BIOGAS PLANT,Landfill - MX,Version 1.1,CUAUTLA,MORELOS,MX,,No,Just Energy Income Fund,Retail Program Requirements,TP Project Specific OY2021,2023,,,,
CAR1019,2016,CAR-1-MX-1019-43-811-MR-2016-5505-2001 to 3346,1346,2020-07-15,LA PERSEVERANCIA BIOGAS PLANT,Landfill - MX,Version 1.1,CUAUTLA,MORELOS,MX,,No,ACT Commodities Inc.,On Behalf of Third Party,on behalf of Takeda Pharmaceutical Company,2020,,,,
CAR102,2014,CAR-1-US-102-1-102-CA-2014-1733-142001 to 145211,3211,2016-01-29,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,United Parcel Service,Retirement for Person or Organization,Q3 2015 - Retirement Correction,2016,,,,
CAR102,2014,CAR-1-US-102-1-102-CA-2014-1733-1 to 71379,71379,2017-03-09,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,The Walt Disney Company,Environmental Benefit,Disney’s 2016 greenhouse gas emissions,2017,,,,
CAR102,2014,CAR-1-US-102-1-102-CA-2014-1733-182589 to 191043,8455,2016-06-29,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,United Parcel Service,Retirement for Person or Organization,Q216 Contractual Carbon Retirement,2016,,,,
CAR102,2014,CAR-1-US-102-1-102-CA-2014-1733-182001 to 182588,588,2015-10-30,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,The Conservation Fund,On Behalf of Third Party,retired on behalf of Disney,2015,,,,
CAR102,2014,CAR-1-US-102-1-102-CA-2014-1733-145212 to 149491,4280,2016-01-29,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,United Parcel Service,Retirement for Person or Organization,Q4 2015 - Retirement Correction,2016,,,,
CAR102,2014,CAR-1-US-102-1-102-CA-2014-1733-149492 to 154934,5443,2016-03-31,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,United Parcel Service,Retirement for Person or Organization,Trans,2016,,,,
CAR102,2014,CAR-1-US-102-1-102-CA-2014-1733-164579 to 169686,5108,2016-06-29,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,United Parcel Service,Retirement for Person or Organization,Q216 Trans Carbon Nuetral - UPS,2016,,,,
CAR102,2014,CAR-1-US-102-1-102-CA-2014-1733-210389 to 211630,1242,2017-12-27,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,United Parcel Service,Retirement for Person or Organization,,2017,,,,
CAR102,2014,CAR-1-US-102-1-102-CA-2014-1733-191044 to 197868,6825,2016-12-21,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,United Parcel Service,Retirement for Person or Organization,,2016,,,,
CAR102,2014,CAR-1-US-102-1-102-CA-2014-1733-169687 to 180259,10573,2017-12-27,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,United Parcel Service,Retirement for Person or Organization,,2017,,,,
CAR102,2014,CAR-1-US-102-1-102-CA-2014-1733-110541 to 142000,31460,2018-02-19,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,The Walt Disney Company,Environmental Benefit,Retired on behalf of Disney's 2017 GHG emissions,2018,,,,
CAR102,2014,CAR-1-US-102-1-102-CA-2014-1733-71380 to 110540,39161,2017-03-09,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,The Walt Disney Company,Environmental Benefit,Disney’s 2017 greenhouse gas emissions,2017,,,,
CAR102,2014,CAR-1-US-102-1-102-CA-2014-1733-201934 to 210388,8455,2018-03-30,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,United Parcel Service,Retirement for Person or Organization,,2018,,,,
CAR102,2014,CAR-1-US-102-1-102-CA-2014-1733-180260 to 180758,499,2018-03-30,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,United Parcel Service,Retirement for Person or Organization,,2018,,,,
CAR102,2014,CAR-1-US-102-1-102-CA-2014-1733-154935 to 164578,9644,2016-03-31,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,United Parcel Service,Retirement for Person or Organization,Contr,2016,,,,
CAR102,2014,CAR-1-US-102-1-102-CA-2014-1733-180759 to 181334,576,2018-03-30,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,United Parcel Service,Retirement for Person or Organization,,2018,,,,
CAR102,2014,CAR-1-US-102-1-102-CA-2014-1733-181335 to 182000,666,2018-03-30,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,United Parcel Service,Retirement for Person or Organization,,2018,,,,
CAR102,2014,CAR-1-US-102-1-102-CA-2014-1733-197869 to 201663,3795,2016-12-21,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,United Parcel Service,Retirement for Person or Organization,,2016,,,,
CAR102,2014,CAR-1-US-102-1-102-CA-2014-1733-201664 to 201697,34,2016-12-21,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,United Parcel Service,Retirement for Person or Organization,Sust. Summit,2016,,,,
CAR102,2014,CAR-1-US-102-1-102-CA-2014-1733-201698 to 201933,236,2017-12-27,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,United Parcel Service,Retirement for Person or Organization,,2017,,,,
CAR102,2013,CAR-1-US-102-1-102-CA-2013-1431-189457 to 189917,461,2017-04-10,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,Bonneville Environmental Foundation,On Behalf of Third Party,Retired on behalf of David and Lucille Packard Fou,2017,,,,
CAR102,2013,CAR-1-US-102-1-102-CA-2013-1431-80747 to 122035,41289,2016-02-04,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,The Walt Disney Company,On Behalf of Third Party,to meet the Disney's 2015 GHG target,2016,,,,
CAR102,2013,CAR-1-US-102-1-102-CA-2013-1431-190957 to 191298,342,2017-04-10,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,Bonneville Environmental Foundation,On Behalf of Third Party,Retired on behalf of BEF Customers FY17,2017,,,,
CAR102,2013,CAR-1-US-102-1-102-CA-2013-1431-178155 to 183594,5440,2015-06-26,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,United Parcel Service,Retirement for Person or Organization,Q2 2015 Contractual,2015,,,,
CAR102,2013,CAR-1-US-102-1-102-CA-2013-1431-183595 to 189356,5762,2016-01-29,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,United Parcel Service,Retirement for Person or Organization,Q3 2015 - Retirement Correction,2016,,,,
CAR102,2013,CAR-1-US-102-1-102-CA-2013-1431-193065 to 193433,369,2019-03-29,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,Bonneville Environmental Foundation,On Behalf of Third Party,David and Lucile Packard Foundation,2019,,,,
CAR102,2013,CAR-1-US-102-1-102-CA-2013-1431-193434 to 193456,23,2019-03-30,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,Bonneville Environmental Foundation,On Behalf of Third Party,11th Hour Racing,2019,,,,
CAR102,2013,CAR-1-US-102-1-102-CA-2013-1431-203678 to 210096,6419,2017-09-29,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,United Parcel Service,Retirement for Person or Organization,,2017,,,,
CAR102,2013,CAR-1-US-102-1-102-CA-2013-1431-210097 to 211161,1065,2017-09-29,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,United Parcel Service,Retirement for Person or Organization,,2017,,,,
CAR102,2013,CAR-1-US-102-1-102-CA-2013-1431-211162 to 211860,699,2017-09-29,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,United Parcel Service,Retirement for Person or Organization,,2017,,,,
CAR102,2013,CAR-1-US-102-1-102-CA-2013-1431-211861 to 212359,499,2017-12-27,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,United Parcel Service,Retirement for Person or Organization,,2017,,,,
CAR102,2013,CAR-1-US-102-1-102-CA-2013-1431-189918 to 190417,500,2017-04-10,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,Bonneville Environmental Foundation,On Behalf of Third Party,Retired on behalf of Comprehensive Financial Mgmt,2017,,,,
CAR102,2013,CAR-1-US-102-1-102-CA-2013-1431-190418 to 190917,500,2018-04-11,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,Bonneville Environmental Foundation,Other,Retired on behalf of Comprehensive Financial Manag,2018,,,,
CAR102,2013,CAR-1-US-102-1-102-CA-2013-1431-191299 to 192544,1246,2018-04-11,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,Bonneville Environmental Foundation,Other,Retired on behalf of the D and L Packard Foundatio,2018,,,,
CAR102,2013,CAR-1-US-102-1-102-CA-2013-1431-192545 to 192898,354,2018-04-11,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,Bonneville Environmental Foundation,Other,Retired on behalf of BEF Customers,2018,,,,
CAR102,2013,CAR-1-US-102-1-102-CA-2013-1431-190918 to 190956,39,2019-03-29,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,Bonneville Environmental Foundation,Retirement for Person or Organization,BEF Customers,2019,,,,
CAR102,2013,CAR-1-US-102-1-102-CA-2013-1431-192899 to 193064,166,2019-03-29,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,Bonneville Environmental Foundation,Retirement for Person or Organization,BEF Customers,2019,,,,
CAR102,2013,CAR-1-US-102-1-102-CA-2013-1431-173290 to 173481,192,2015-06-26,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,United Parcel Service,Retirement for Person or Organization,Q2 2015 NCAA,2015,,,,
CAR102,2013,CAR-1-US-102-1-102-CA-2013-1431-173482 to 178154,4673,2015-06-26,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,United Parcel Service,Retirement for Person or Organization,Q2 2015 Transactional,2015,,,,
CAR102,2013,CAR-1-US-102-1-102-CA-2013-1431-166267 to 173289,7023,2015-03-30,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,United Parcel Service,Retirement for Person or Organization,,2015,,,,
CAR102,2013,CAR-1-US-102-1-102-CA-2013-1431-160376 to 164000,3625,2015-06-26,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,United Parcel Service,Retirement for Person or Organization,Q2 2015 Contractual,2015,,,,
CAR102,2013,CAR-1-US-102-1-102-CA-2013-1431-154289 to 155049,761,2014-09-30,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,United Parcel Service,Retirement for Person or Organization,,2014,,,,
CAR102,2013,CAR-1-US-102-1-102-CA-2013-1431-155878 to 156108,231,2014-12-31,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,United Parcel Service,Retirement for Person or Organization,,2014,,,,
CAR102,2013,CAR-1-US-102-1-102-CA-2013-1431-165226 to 166266,1041,2015-03-27,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,United Parcel Service,Retirement for Person or Organization,,2015,,,,
CAR102,2013,CAR-1-US-102-1-102-CA-2013-1431-156109 to 160375,4267,2015-03-27,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,United Parcel Service,Retirement for Person or Organization,,2015,,,,
CAR102,2013,CAR-1-US-102-1-102-CA-2013-1431-144001 to 154288,10288,2014-09-30,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,United Parcel Service,Retirement for Person or Organization,,2014,,,,
CAR102,2013,CAR-1-US-102-1-102-CA-2013-1431-1 to 80746,80746,2016-01-22,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,The Walt Disney Company,On Behalf of Third Party,Retired to meet the Disney's 2015 GHG target,2016,,,,
CAR102,2013,CAR-1-US-102-1-102-CA-2013-1431-155050 to 155877,828,2014-12-31,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,United Parcel Service,Retirement for Person or Organization,,2014,,,,
CAR102,2013,CAR-1-US-102-1-102-CA-2013-1431-164357 to 165225,869,2014-12-31,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,United Parcel Service,Retirement for Person or Organization,,2014,,,,
CAR102,2013,CAR-1-US-102-1-102-CA-2013-1431-164001 to 164356,356,2014-10-06,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,The Walt Disney Company,On Behalf of Third Party,2014 espnW Women + Sports Summit,2014,,,,
CAR102,2013,CAR-1-US-102-1-102-CA-2013-1431-127109 to 144000,16892,2017-01-12,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,The Walt Disney Company,Environmental Benefit,Retired for Disney's 2016 greenhouse gas emissions,2017,,,,
CAR102,2013,CAR-1-US-102-1-102-CA-2013-1431-122036 to 127108,5073,2016-03-22,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,The Walt Disney Company,On Behalf of Third Party,Retired to meet the Disney's 2015 GHG target,2016,,,,
CAR102,2013,CAR-1-US-102-1-102-CA-2013-1431-193457 to 193756,300,2016-07-08,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,The Walt Disney Company,On Behalf of Third Party,On behalf of the 2016 ESPY Awards,2016,,,,
CAR102,2013,CAR-1-US-102-1-102-CA-2013-1431-193757 to 203677,9921,2017-09-29,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,United Parcel Service,Retirement for Person or Organization,,2017,,,,
CAR102,2012,CAR-1-US-102-1-102-CA-2012-1077-105901 to 111400,5500,2016-08-31,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,The Conservation Fund,On Behalf of Third Party,retired on behalf of ALC,2016,,,,
CAR102,2012,CAR-1-US-102-1-102-CA-2012-1077-102801 to 105800,3000,2017-12-05,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,The Conservation Fund,On Behalf of Third Party,retired on behalf of American Licorice Company,2017,,,,
CAR102,2012,CAR-1-US-102-1-102-CA-2012-1077-76663 to 76663,1,2015-05-27,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,3Degrees Inc.,On Behalf of Third Party,Alameda Municipal Power - Geothermal Trip,2015,,,,
CAR102,2012,CAR-1-US-102-1-102-CA-2012-1077-76664 to 76888,225,2015-05-27,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,3Degrees Inc.,On Behalf of Third Party,Arup,2015,,,,
CAR102,2012,CAR-1-US-102-1-102-CA-2012-1077-76889 to 76915,27,2015-05-27,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,3Degrees Inc.,On Behalf of Third Party,California Environmental Associates,2015,,,,
CAR102,2012,CAR-1-US-102-1-102-CA-2012-1077-76916 to 77490,575,2015-05-27,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,3Degrees Inc.,On Behalf of Third Party,Lundberg Family Farms,2015,,,,
CAR102,2012,CAR-1-US-102-1-102-CA-2012-1077-77491 to 77560,70,2015-05-27,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,3Degrees Inc.,On Behalf of Third Party,Pachamama Alliance,2015,,,,
CAR102,2012,CAR-1-US-102-1-102-CA-2012-1077-77561 to 77637,77,2015-05-27,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,3Degrees Inc.,On Behalf of Third Party,"Soma Water, Inc.",2015,,,,
CAR102,2012,CAR-1-US-102-1-102-CA-2012-1077-77638 to 78357,720,2015-05-27,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,3Degrees Inc.,On Behalf of Third Party,StudentUniverse.com,2015,,,,
CAR102,2012,CAR-1-US-102-1-102-CA-2012-1077-78358 to 81000,2643,2017-06-07,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,3Degrees Inc.,On Behalf of Third Party,3D Commercial Customers,2017,,,,
CAR102,2012,CAR-1-US-102-1-102-CA-2012-1077-121412 to 126911,5500,2017-07-20,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,The Conservation Fund,On Behalf of Third Party,retired on behalf of American Licorice Co,2017,,,,
CAR102,2012,CAR-1-US-102-1-102-CA-2012-1077-126912 to 128411,1500,2017-12-05,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,The Conservation Fund,On Behalf of Third Party,retired on behalf of American Licorice Company,2017,,,,
CAR102,2012,CAR-1-US-102-1-102-CA-2012-1077-76497 to 76662,166,2015-05-27,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,3Degrees Inc.,On Behalf of Third Party,"Actiontec Electronics, Inc.",2015,,,,
CAR102,2012,CAR-1-US-102-1-102-CA-2012-1077-99289 to 101000,1712,2014-03-31,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,United Parcel Service,Retirement for Person or Organization,,2014,,,,
CAR102,2012,CAR-1-US-102-1-102-CA-2012-1077-91791 to 92880,1090,2013-12-24,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,United Parcel Service,Retirement for Person or Organization,,2013,,,,
CAR102,2012,CAR-1-US-102-1-102-CA-2012-1077-92881 to 99288,6408,2014-03-31,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,United Parcel Service,Retirement for Person or Organization,,2014,,,,
CAR102,2012,CAR-1-US-102-1-102-CA-2012-1077-90704 to 91790,1087,2013-12-24,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,United Parcel Service,Retirement for Person or Organization,,2013,,,,
CAR102,2012,CAR-1-US-102-1-102-CA-2012-1077-101801 to 102800,1000,2017-04-10,Garcia River Forest,Conservation-Based Forest Management,Version 2.1,Mendocino County,CALIFORNIA,US,,No,Bonneville Environmental Foundation,On Behalf of Third Party,Retired on behalf of David and Lucille Packard Fou,2017,,,,
