GS_ID,Project Name,Type,Country,Size,Status,Methodology,Estimated Annual Credits,Project Developer,Sustainable Development Goals,Program of Activities,sustaincert_url,registry_url,Description,POA GSID,GOLD Source Data,Updated 11-1-23,Total Projects:,3117,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,215
GS1264,Native Hydraid BioSand Water Filter Programme West Africa,Energy Efficiency - Domestic,Ghana,Micro scale,Gold Standard Certified Design,GS TPDDTEC v 1.,10000,NATIVE A PUBLIC BENEFIT CORPORATION,"8,6,13,3",POA,https://platform.sustain-cert.com/public-project/163,https://registry.goldstandard.org/projects/details/1571,"The micro-scale VPA NativeEnergy Clean Water Programme West Africa VPA (01)- Ghana is the first VPA to be   included in the micro scale PoA â€œNativeEnergy Clean Water Programme West Africaâ€ . The VPA aims to reduce   ligneous fuel consumption used for domestic/non-residential   water treatment by introducing zero energy Clean water  technology to replace the use of boiling.  The VPA shall be implemented by the CME Native Energy and shall   be implemented in the Greater Accra Region of The Republic of   Ghana.  This micro-scale VPA shall apply the Gold Standard methodology   â€œTechnologies and Practices to Displace Decentralized Thermal   Energy Consumptionâ€, and therefore shall incorporate any   project technologies or activities that displace thermal   energy consumption in existing baseline practices - namely the   Biosand filters.",,,,,,,,,,,,,
GS1265,African Biomass Energy Conservation POA,Energy Efficiency - Domestic,Rwanda,Small Scale,Gold Standard Certified Design,GS TPDDTEC v 1.,0,Hestian Innovation,"7,8,2,1,17,13,3,5,15",POA,https://platform.sustain-cert.com/public-project/164,https://registry.goldstandard.org/projects/details/161,"Hestian intends to reduce greenhouse gas emissions from non-  renewable biomass fuel by dissemination of:  (a) improved household and institutional cook-stoves;  (b) improved brick-making technologies;  (c) improved green charcoal; and  (d) improved productive thermal appliances,  in Least Developed Countries and Land-locked Developing   Countries and in Africa, including Burundi, Democratic   Republic of Congo, Ethiopia, Lesotho, Malawi, Mozambique,   Rwanda, Somalia, Tanzania, Uganda, Zambia, and underdeveloped   zones of Kenya.",,,,,,,,,,,,,
GS1267,"GS1247 VPA 1 Improved Kitchen Regimes: Bugesera, Rwanda",Energy Efficiency - Domestic,Rwanda,Micro scale,Gold Standard Certified Project,GS TPDDTEC v 1.,10000,CO2balance UK ltd,"7,13,3,5",VPA,https://platform.sustain-cert.com/public-project/165,https://registry.goldstandard.org/projects/details/162,"This VPA involves the distribution of improved cook stoves into rural areas within   the Bugesera District, Rwanda. In addition to reducing deforestation through less   wood use, the project is also expected to have additional benefits for local   communities, such as reduced incidences of illnesses related to indoor air pollution   and smoke inhalation, improved employment opportunities, and less time and   money spent on firewood collection.",1247.0,,,,,,,,,,,,
GS1281,Pamuk√∂ren Geothermal Energy Power Plant,Geothermal,Turkey,Large scale,Listed,Other,1315000,ENCEV Enerji,"12,13",Standalone,https://platform.sustain-cert.com/public-project/1662,https://registry.goldstandard.org/projects/details/1715,"Ã‡elikler Jeotermal Elektrik Ãœretim A.Ãž. (Ã‡elikler) plans to invest into new   geothermal power plant to generate electricity and feed it into the Turkish grid.   The geothermal energy power plant is planned to be built close to PamukÃ¶ren in   the province of AydÃ½n in Turkey.   The project has 61,72 MWe installed power in total, the project will generate   around 513 million kWh electricity annually. Comparing with baseline situation   for electricity system of Turkey, this amount of electricity generation will lead   around 263.000 tonnes carbon dioxide emission reduction per year. In addition   to the CO2, the project will reduce SOx and NOx emissions which arise from   electricity generation from mainly coal power plants.",,,,,,,,,,,,,
GS1282,Efeler Biogas Power Plant,Biogas - Cogeneration,Turkey,Small Scale,Listed,Not provided,70000,GAÄ°A CLÄ°MATE FÄ°NANSAL DANIÅžMANLIK HÄ°ZMETLERÄ° VE TÄ°CARET ANONÄ°M ÅžÄ°RKETÄ° (GAIA CLIMATE),"7,8,13",Standalone,https://platform.sustain-cert.com/public-project/166,https://registry.goldstandard.org/projects/details/163,"The purpose of Efeler BPP Project is to use solid and liquid   waste from the Efeler Farm to produce green energy. The Efeler   Farm is located in Germencik district of AydÃ½n province in   Turanlar Village, in Turkey. The BPP will have an installed   capacity of 2.4 MW. The total electricity production of the   project is expected to be some 19,200 MWh/year. In addition a   heat generation of 22,130 MWh/year is expected.    In addition to produce electricity from the solid and liquid   waste, there are some other benefits of the project:    â€¢ Environmental impact of waste will be eliminated.  â€¢ The harmful gases, which released into the air, will   be blocked.  â€¢ The small amount of organic manure that occurs after   the process will be evaluated in positive way.  â€¢ The efficiency of milk amount will be improved due to   the cold air, which will be obtained from the chiller after   converting the hot water to the cold air in chiller.",,,,,,,,,,,,,
GS1286,Senbuk 27 MW WPP,Wind,Turkey,Large Scale,Gold Standard Certified Project,ACM0002 Grid-connected electricity generation from renewable sources,53949,Yeni Belen Enerji Elektrik retim Sanayi ve Ticaret Anonim Sirketi,"7,8,13",Standalone,https://platform.sustain-cert.com/public-project/168,https://registry.goldstandard.org/projects/details/165,"Yeni Belen Enerji A.S;. (Yeni Belen) plans to invest into new   wind power plant to generate electricity and feed it into the   Turkish grid. The wind power plant is planned to be built   close to Bakras and SenbÃ¼k villages in Belen district,   province of Hatay in Turkey. SENBUK WPP is in the early stage   of development. The project 27 MWe capacity licence from EMRA   (Electricity Market Regulatory Authority) which is issued in   09.02.2012.",,,,,,,,,,,,,
GS1288,"Sichuan Rural Poor-Household Biogas Development Programme, CPA Nb. SCHHBG-2010-01","Biomass, or Liquid Biofuel - Heat",China,Small Scale,Gold Standard Certified Project,AMS-I.C. Thermal energy production with or without electricity,2278,Chengdu Oasis Science & Technology Co Ltd,"7,8,6,13,3",VPA,https://platform.sustain-cert.com/public-project/169,https://registry.goldstandard.org/projects/details/166,"The CPA SCHHBG-2010-01 involves the instalment and operation of 1,000   household biogas systems at low-income households located in Yibin City ,   Sichuan Province, China.  The CPA builds on and integrates into the existing subsidy and implementation   program for household bio digesters of the Sichuan Rural Energy Office (SREO)   and its subsidiaries. The CPA consists of the extension of the existing program   towards low-income households in Yibin that are not able to participate under   the SREO program without further support.",1239.0,,,,,,,,,,,,
GS1289,Native Energy Hydraid BioSand Water Filter Program East Africa,Energy Efficiency - Domestic,Ethiopia,Microscale,Gold Standard Certified Design,GS TPDDTEC v 1.,0,NativeEnergy Inc.,"8,6,13,3",POA,https://platform.sustain-cert.com/public-project/170,https://registry.goldstandard.org/projects/details/1663,"The micro-scale PoA â€œTNativeEnergy Clean Water Programme East Africa"" aims to reduce wood fuel consumption   used for domestic/non-residential water treatment by   introducing zero energy clean water technology to   replace the use of boiling. The CME to the project activity is NativeEnergy, an American   social enterprise that manufactures and distributes the   Clean water in an effort to provide   households in the developing world with convenient and   affordable access to safe drinking water.    This micro-scale PoA shall apply the Gold Standard methodology   â€œTechnologies and Practices to Displace Decentralized Thermal   Energy Consumption"", and therefore shall incorporate any   project technologies or activities that displace thermal   energy consumption in existing baseline practices.  The PoA seeks to abate GHG emissions associated with the   consumption of biomass for wood fuel traditionally used to   boil drinking water.",,,,,,,,,,,,,
GS1290,Native Clean Water Programme Central America,Energy Efficiency - Domestic,Honduras,Micro scale,Gold Standard Certified Design,GS TPDDTEC v 1.,10000,NATIVE A PUBLIC BENEFIT CORPORATION,"8,6,13,9,3",POA,https://platform.sustain-cert.com/public-project/171,https://registry.goldstandard.org/projects/details/1589,"The micro-scale VPA â€œNativeEnergy Clean Water Programme Central America: VPA (04) Hondurasâ€ aims to reduce   wood fuel consumption used for domestic/non-residential water   treatment by introducing zero energy BioSand water filter   technology to replace the use of boiling.  The CME to the project activity is NativeEnergy, an American   social enterprise that manufactures and distributes the   Clean water in an effort to provide   households in the developing world with convenient and   affordable access to safe drinking water.  This micro-scale VPA shall apply the Gold Standard methodology   â€œTechnologies and Practices to Displace Decentralized Thermal   Energy Consumptionâ€, and therefore shall incorporate any   project technologies or activities that displace thermal   energy consumption in existing baseline practices.  The PoA seeks to abate GHG emissions associated with the   consumption of biomass for wood fuel traditionally used to   boil drink",,,,,,,,,,,,,
GS1291,Balsas Renewable Energy Project,"Biomass, or Liquid Biofuel - Heat",Brazil,Microscale,Gold Standard Certified Project,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,5688,Sustainable Carbon - Projetos Ambientais LTDA,"13,3,15",Standalone,https://platform.sustain-cert.com/public-project/172,https://registry.goldstandard.org/projects/details/167,"This is a standalone microscale project involving the fuel   switch from non-renewable wood to renewable biomass in Balsas   Ceramic, which is a red ceramic factory located in the   municipality of Balsas, State of MaranhÃ£o, northeast region of   Brazil.",,,,,,,,,,,,,
GS1294,GS1264: Native Clean Water Programme West Africa: VPA(01) Ghana,Energy Efficiency - Domestic,Ghana,Micro scale,Gold Standard Certified Project,Not provided,10000,NATIVE A PUBLIC BENEFIT CORPORATION,"8,6,13,3",VPA,https://platform.sustain-cert.com/public-project/175,https://registry.goldstandard.org/projects/details/1578,"The micro-scale VPA NativeEnergy Clean Water Programme West Africa VPA (01)- Ghana is the first VPA to be   included in the micro scale PoA â€œNativeEnergy Clean Water Programme West Africaâ€ . The VPA aims to reduce   ligneous fuel consumption used for domestic/non-residential   water treatment by introducing zero energy Clean water  technology to replace the use of boiling.  The VPA shall be implemented by the CME Native Energy and shall   be implemented in the Greater Accra Region of The Republic of   Ghana.  This micro-scale VPA shall apply the Gold Standard methodology   â€œTechnologies and Practices to Displace Decentralized Thermal   Energy Consumptionâ€, and therefore shall incorporate any   project technologies or activities that displace thermal   energy consumption in existing baseline practices - namely the   Biosand filters.",1264.0,,,,,,,,,,,,
